

replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_wholeness	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	used_in
all_contigs	NZ_CP044502.1_27111-37679:._7	RM__Type_I_S_51	7357	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	299	1.4e-42	148.200	0.574	0.900	29	297	all_contigs_PrrC_104
all_contigs	NZ_CP026509.1_35172-45740:._1	RM__Type_I_S_51	7632	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	307	9.1e-45	155.400	0.612	0.967	9	305	all_contigs_PrrC_104
all_contigs	NZ_CP199845.1_2974804-2985357:._3	RM__Type_I_S_51	8572	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	378	2.5e-50	173.700	0.804	0.950	18	376	all_contigs_PrrC_104
all_contigs	NZ_CP183794.1_5776-16335:._3	RM__Type_I_S_51	10202	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	405	3.4e-49	170.000	0.816	0.988	4	403	all_contigs_PrrC_104
all_contigs	NZ_CP183794.1_32339-42898:._3	RM__Type_I_S_51	10213	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	405	3.4e-49	170.000	0.816	0.988	4	403	all_contigs_PrrC_104
all_contigs	NZ_CP014631.1_6649-17229:._8	RM__Type_I_S_51	11703	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	215	3.5e-32	113.900	0.382	0.935	14	214	all_contigs_PrrC_104
all_contigs	NZ_CP187570.1_13702-24270:._10	RM__Type_I_S_51	12602	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	392	2.9e-36	127.400	0.488	0.610	18	256	all_contigs_PrrC_104
all_contigs	NZ_CP035148.1_39723-50318:._1	RM__Type_I_S_51	15337	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	220	9.6e-34	119.000	0.440	0.991	1	218	all_contigs_PrrC_104
all_contigs	NZ_CP053342.1_16724-27319:._8	RM__Type_I_S_51	16579	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	220	9.6e-34	119.000	0.440	0.991	1	218	all_contigs_PrrC_104
all_contigs	NZ_CP104305.1_43549-54198:._2	RM__Type_I_S_51	19030	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	411	6.9e-41	142.600	0.686	0.818	74	409	all_contigs_PrrC_104
all_contigs	NZ_CP014875.1_1-10415:._13	RM__Type_I_S_51	20514	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	288	1.3e-34	121.900	0.582	0.938	18	287	all_contigs_PrrC_104
all_contigs	NZ_CP022131.1_46935-57545:._8	RM__Type_I_S_51	22004	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	220	9.6e-34	119.000	0.440	0.991	1	218	all_contigs_PrrC_104
all_contigs	NZ_CP035307.1_18281-28867:._8	RM__Type_I_S_51	22909	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	298	3e-27	97.600	0.362	0.611	98	279	all_contigs_PrrC_104
all_contigs	NZ_CP071289.1_1-8320:._5	RM__Type_I_S_51	24440	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	426	2.8e-61	209.900	0.810	0.967	13	424	all_contigs_PrrC_104
all_contigs	NZ_CP023303.1_45543-56096:._5	RM__Type_I_S_51	24642	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	299	1.4e-42	148.200	0.574	0.900	29	297	all_contigs_PrrC_104
all_contigs	NZ_CP035029.1_15361-25929:._2	RM__Type_I_S_51	25806	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	400	5.2e-48	166.100	0.804	0.953	18	398	all_contigs_PrrC_104
all_contigs	NZ_CP030278.1_510034-520599:._1	RM__Type_I_S_51	27985	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	148	2.6e-17	64.900	0.250	0.838	17	140	all_contigs_PrrC_104
all_contigs	NZ_CP030278.1_510034-520599:._2	RM__Type_I_S_51	27986	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	194	1.2e-22	82.500	0.360	0.933	9	189	all_contigs_PrrC_104
all_contigs	NZ_CP133262.1_395941-406503:._11	RM__Type_I_S_51	28205	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	373	8.2e-40	139.100	0.806	0.965	12	371	all_contigs_PrrC_104
all_contigs	NZ_JBTHGW010000002.1_15798-26408:._8	RM__Type_I_S_51	29726	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	220	9.6e-34	119.000	0.440	0.991	1	218	all_contigs_PrrC_104
all_contigs	NZ_CP017956.1_24872-35503:._11	RM__Type_I_S_51	30586	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	163	4.6e-24	87.100	0.258	0.785	5	132	all_contigs_PrrC_104
all_contigs	NZ_CP017956.1_24872-35503:._12	RM__Type_I_S_51	30587	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	284	7.8e-27	96.200	0.438	0.803	19	246	all_contigs_PrrC_104
all_contigs	NZ_CP025287.1_510025-520590:._1	RM__Type_I_S_51	31935	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	148	2.6e-17	64.900	0.250	0.838	17	140	all_contigs_PrrC_104
all_contigs	NZ_CP025287.1_510025-520590:._2	RM__Type_I_S_51	31936	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	194	1.2e-22	82.500	0.360	0.933	9	189	all_contigs_PrrC_104
all_contigs	NZ_CP038176.1_10042-20694:._14	RM__Type_I_S_51	33563	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	400	1.8e-51	177.500	0.810	0.975	9	398	all_contigs_PrrC_104
all_contigs	NZ_CP166732.1_30319-40929:._11	RM__Type_I_S_51	35515	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	220	9.6e-34	119.000	0.440	0.991	1	218	all_contigs_PrrC_104
all_contigs	NZ_CP073757.1_3784-14343:._8	RM__Type_I_S_51	37628	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	408	4.7e-52	179.400	0.806	0.975	9	406	all_contigs_PrrC_104
all_contigs	NZ_CP120678.1_1284960-1295516:._2	RM__Type_I_S_51	39914	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	442	8.6e-98	330.300	0.828	0.957	18	440	all_contigs_PrrC_104
all_contigs	NZ_JBTLPM010000004.1_21172-31770:._9	RM__Type_I_S_51	40667	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	186	1.8e-18	68.700	0.378	0.930	12	184	all_contigs_PrrC_104
all_contigs	NC_014828.1_510019-520584:._1	RM__Type_I_S_51	41120	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	148	2.6e-17	64.900	0.250	0.838	17	140	all_contigs_PrrC_104
all_contigs	NC_014828.1_510019-520584:._2	RM__Type_I_S_51	41121	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	194	1.2e-22	82.500	0.360	0.933	9	189	all_contigs_PrrC_104
all_contigs	NZ_OZ061550.1_43463-54031:._6	RM__Type_I_S_51	42717	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	220	9.6e-34	119.000	0.440	0.991	1	218	all_contigs_PrrC_104
all_contigs	NZ_JBSOOT010000002.1_58623-69233:._1	RM__Type_I_S_51	44571	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	220	9.6e-34	119.000	0.440	0.991	1	218	all_contigs_PrrC_104
all_contigs	NZ_OZ061588.1_27805-38358:._1	RM__Type_I_S_51	47343	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	299	1.3e-41	145.000	0.574	0.900	29	297	all_contigs_PrrC_104
all_contigs	NZ_CP194916.1_8956-19251:._3	RM__Type_I_S_51	51424	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	254	1e-40	142.000	0.562	0.965	8	252	all_contigs_PrrC_104
all_contigs	NZ_CP016744.2_32806-43404:._3	RM__Type_I_S_51	53006	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	387	1.4e-47	164.600	0.806	0.979	7	385	all_contigs_PrrC_104
all_contigs	NZ_CP025288.1_510027-520592:._1	RM__Type_I_S_51	53287	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	194	1.2e-22	82.500	0.360	0.933	9	189	all_contigs_PrrC_104
all_contigs	NZ_CP014932.1_21456-32042:._5	RM__Type_I_S_51	54939	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	413	2.5e-73	249.600	0.804	0.954	18	411	all_contigs_PrrC_104
all_contigs	NZ_CP151094.1_26586-37139:._7	RM__Type_I_S_51	55250	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	299	1.4e-42	148.200	0.574	0.900	29	297	all_contigs_PrrC_104
all_contigs	NZ_CP086398.1_3318-13907:._3	RM__Type_I_S_51	57402	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	377	1.1e-46	161.800	0.806	0.979	7	375	all_contigs_PrrC_104
all_contigs	NZ_CP018777.1_17692-28242:._6	RM__Type_I_S_51	60747	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	289	4.8e-37	129.900	0.530	0.948	5	278	all_contigs_PrrC_104
all_contigs	NZ_CP018777.1_17692-28242:._7	RM__Type_I_S_51	60748	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	124	3.8e-16	61.000	0.230	0.903	11	122	all_contigs_PrrC_104
all_contigs	NZ_CP047831.1_584-11146:._8	RM__Type_I_S_51	60876	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	409	5.4e-52	179.200	0.816	0.988	4	407	all_contigs_PrrC_104
all_contigs	NZ_CP116506.1_10822-21384:._5	RM__Type_I_S_51	60884	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	368	5.2e-37	129.800	0.804	0.959	14	366	all_contigs_PrrC_104
all_contigs	NZ_CP028242.1_51966-62534:._5	RM__Type_I_S_51	63400	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	299	1.4e-42	148.200	0.574	0.900	29	297	all_contigs_PrrC_104
all_contigs	NZ_CP090189.1_13112-23716:._6	RM__Type_I_S_51	66071	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	385	2e-56	193.900	0.804	0.951	18	383	all_contigs_PrrC_104
all_contigs	NZ_CP099553.1_13250-23860:._1	RM__Type_I_S_51	66239	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	220	9.6e-34	119.000	0.440	0.991	1	218	all_contigs_PrrC_104
all_contigs	NZ_CP121538.1_1-8743:._7	RM__Type_I_S_51	66987	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	412	1.3e-69	237.400	0.810	0.966	13	410	all_contigs_PrrC_104
all_contigs	NZ_CP121538.1_11640-22226:._9	RM__Type_I_S_51	66999	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	412	1.3e-69	237.400	0.810	0.966	13	410	all_contigs_PrrC_104
all_contigs	NZ_AP027464.1_27296-37891:._1	RM__Type_I_S_51	69692	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	220	3.4e-33	117.200	0.440	0.991	1	218	all_contigs_PrrC_104
all_contigs	NZ_CP126115.1_274904-285466:._2	RM__Type_I_S_51	73564	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	418	1.3e-57	197.800	0.804	0.959	16	416	all_contigs_PrrC_104
all_contigs	NZ_OY724207.1_27045-37628:._10	RM__Type_I_S_51	74430	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	151	9.3e-20	72.900	0.272	0.894	15	149	all_contigs_PrrC_104
all_contigs	NZ_CP195899.1_3945-14594:._13	RM__Type_I_S_51	74762	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	411	6.9e-41	142.600	0.686	0.818	74	409	all_contigs_PrrC_104
all_contigs	NZ_CP116509.1_1-5516:._2	RM__Type_I_S_51	75450	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	368	5.2e-37	129.800	0.804	0.959	14	366	all_contigs_PrrC_104
all_contigs	NZ_CP027196.1_27722-38317:._8	RM__Type_I_S_51	76592	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	220	9.6e-34	119.000	0.440	0.991	1	218	all_contigs_PrrC_104
all_contigs	NZ_CP045568.1_14617-25266:._4	RM__Type_I_S_51	76805	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	317	2.8e-44	153.800	0.634	0.924	23	315	all_contigs_PrrC_104
all_contigs	NZ_CP017381.1_20840-31393:._2	RM__Type_I_S_51	77765	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	299	1.4e-42	148.200	0.574	0.900	29	297	all_contigs_PrrC_104
all_contigs	NZ_CP066025.1_50099-60703:._2	RM__Type_I_S_51	79381	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	407	1.2e-48	168.200	0.808	0.971	11	405	all_contigs_PrrC_104
all_contigs	NZ_OZ260863.1_1-5554:._5	RM__Type_I_S_51	79788	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	388	1.4e-37	131.700	0.604	0.711	111	386	all_contigs_PrrC_104
all_contigs	NZ_AP024227.1_22966-33546:._1	RM__Type_I_S_51	82452	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	353	1.1e-42	148.600	0.550	0.785	75	351	all_contigs_PrrC_104
all_contigs	NZ_CP090917.1_3027-13634:._11	RM__Type_I_S_51	84618	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	411	1.4e-40	141.600	0.438	0.533	4	222	all_contigs_PrrC_104
all_contigs	NZ_CP162017.1_16041-26609:._7	RM__Type_I_S_51	86834	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	299	1.4e-42	148.200	0.574	0.900	29	297	all_contigs_PrrC_104
all_contigs	NZ_CP048922.1_29085-39695:._1	RM__Type_I_S_51	89149	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	220	9.6e-34	119.000	0.440	0.991	1	218	all_contigs_PrrC_104
all_contigs	NZ_CP158671.1_86-10669:._12	RM__Type_I_S_51	90929	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	328	1.2e-52	181.400	0.648	0.960	12	326	all_contigs_PrrC_104
all_contigs	NZ_CP025691.1_38776-49329:._7	RM__Type_I_S_51	93393	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	299	1.4e-42	148.200	0.574	0.900	29	297	all_contigs_PrrC_104
all_contigs	NZ_CP129623.1_27851-38467:._4	RM__Type_I_S_51	99469	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	220	9.6e-34	119.000	0.440	0.991	1	218	all_contigs_PrrC_104
all_contigs	NZ_CP035024.1_15362-25930:._2	RM__Type_I_S_51	100137	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	400	5.2e-48	166.100	0.804	0.953	18	398	all_contigs_PrrC_104
all_contigs	NZ_CP025286.1_510034-520599:._1	RM__Type_I_S_51	100741	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	148	2.6e-17	64.900	0.250	0.838	17	140	all_contigs_PrrC_104
all_contigs	NZ_CP025286.1_510034-520599:._2	RM__Type_I_S_51	100742	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	194	1.2e-22	82.500	0.360	0.933	9	189	all_contigs_PrrC_104
all_contigs	NZ_CP097054.1_6138-16700:._6	RM__Type_I_S_51	101337	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	368	5.2e-37	129.800	0.804	0.959	14	366	all_contigs_PrrC_104
all_contigs	NZ_CP014901.1_1224-11804:._1	RM__Type_I_S_51	103256	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	294	4.1e-35	123.500	0.588	0.929	18	290	all_contigs_PrrC_104
all_contigs	NZ_CP146752.1_8359-18972:._8	RM__Type_I_S_51	103298	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	373	2.3e-44	154.100	0.806	0.979	7	371	all_contigs_PrrC_104
all_contigs	NZ_CP128357.1_7373-17953:._2	RM__Type_I_S_52	516	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	250	1.7e-32	115.500	0.279	0.724	55	235	all_contigs_PrrC_104
all_contigs	NZ_CP128357.1_7373-17953:._3	RM__Type_I_S_52	517	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	216	6.4e-35	123.500	0.293	0.847	32	214	all_contigs_PrrC_104
all_contigs	NZ_CP022315.1_741853-752463:._2	RM__Type_I_S_52	23117	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	428	2.8e-69	237.000	0.673	0.942	13	415	all_contigs_PrrC_104
all_contigs	NZ_CP068714.1_1-9538:._1	RM__Type_I_S_52	39812	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	355	1.2e-35	125.900	0.591	0.972	9	353	all_contigs_PrrC_104
all_contigs	NZ_CP075899.1_13739-24295:._7	RM__Type_I_S_52	91532	defense-finder-models/RM/RM/RM_Type_I	all_contigs_RM_Type_I_107	1.000	RM__Type_I_S_01	mandatory	484	1.6e-65	224.600	0.646	0.882	45	471	all_contigs_PrrC_104


replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_wholeness	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	used_in
all_contigs	NZ_CP035004.1_5903-16096:._5	Retron__RT_Tot_10	18286	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron__RT_Tot_1	mandatory	297	7.5e-89	300.600	0.932	0.990	2	295	all_contigs_Retron_III_115,all_contigs_Retron_VII_2_124,all_contigs_Retron_VI_122,all_contigs_Retron_V_121,all_contigs_Septu_134
all_contigs	NZ_CP035006.1_7140-17333:._8	Retron__RT_Tot_10	64296	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron__RT_Tot_1	mandatory	297	7.5e-89	300.600	0.932	0.990	2	295	all_contigs_Retron_III_115,all_contigs_Retron_VII_2_124,all_contigs_Retron_VI_122,all_contigs_Retron_V_121,all_contigs_Septu_134
all_contigs	NZ_CP143640.1_30306-40913:._5	Retron__RT_Tot_10	66537	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron__RT_Tot_1	mandatory	178	2.6e-59	203.500	0.529	0.927	9	173	all_contigs_Retron_III_115,all_contigs_Retron_VII_2_124,all_contigs_Retron_VI_122,all_contigs_Retron_V_121,all_contigs_Septu_134
all_contigs	NZ_CP050488.1_58051-68664:._9	Retron__RT_Tot_10	68971	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron__RT_Tot_1	mandatory	295	5.9e-88	297.700	0.929	0.986	2	292	all_contigs_Retron_III_115,all_contigs_Retron_VII_2_124,all_contigs_Retron_VI_122,all_contigs_Retron_V_121,all_contigs_Septu_134
all_contigs	NZ_CP151953.1_6017433-6028043:._2	Retron__RT_Tot_10	93302	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron__RT_Tot_1	mandatory	320	4.5e-82	278.300	0.911	0.956	6	311	all_contigs_Retron_III_115,all_contigs_Retron_VII_2_124,all_contigs_Retron_VI_122,all_contigs_Retron_V_121,all_contigs_Septu_134
all_contigs	NZ_CP134832.1_1266-11876:._4	Retron_I_A__ATPase_TypeIA	236	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron_I_A__ATPase_TypeIA	accessory	372	2.3e-08	36.000	0.442	0.685	1	255	all_contigs_Septu_134
all_contigs	NZ_CP038865.1_12516-23132:._4	Retron_I_A__ATPase_TypeIA	2909	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron_I_A__ATPase_TypeIA	accessory	376	1.7e-08	36.500	0.163	0.234	1	88	all_contigs_Septu_134
all_contigs	NZ_CM143693.1_24047-34645:._1	Retron_I_A__ATPase_TypeIA	3347	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron_I_A__ATPase_TypeIA	accessory	215	4.1e-05	25.300	0.170	0.386	121	203	all_contigs_Septu_134
all_contigs	NZ_CP188069.1_18759-29282:._3	Retron_I_A__ATPase_TypeIA	6282	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron_I_A__ATPase_TypeIA	accessory	641	3.7e-05	25.500	0.212	0.187	19	138	all_contigs_Septu_134
all_contigs	NZ_CP127376.1_1-8882:._4	Retron_I_A__ATPase_TypeIA	6715	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron_I_A__ATPase_TypeIA	accessory	376	6.6e-09	37.800	0.176	0.253	1	95	all_contigs_Septu_134
all_contigs	NZ_CP120155.1_1712-12262:._8	Retron_I_A__ATPase_TypeIA	9249	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron_I_A__ATPase_TypeIA	accessory	372	3.3e-09	38.800	0.680	0.933	1	347	all_contigs_Septu_134
all_contigs	NZ_CP080569.1_1-6577:._5	Retron_I_A__ATPase_TypeIA	10130	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron_I_A__ATPase_TypeIA	accessory	372	1.1e-06	30.500	0.221	0.306	1	114	all_contigs_Septu_134
all_contigs	NZ_CP084235.1_2040-12647:._3	Retron_I_A__ATPase_TypeIA	11579	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron_I_A__ATPase_TypeIA	accessory	372	2.7e-08	35.800	0.223	0.290	1	108	all_contigs_Septu_134
all_contigs	NC_022873.1_1-5002:._4	Retron_I_A__ATPase_TypeIA	13699	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron_I_A__ATPase_TypeIA	accessory	376	5.1e-09	38.200	0.172	0.247	1	93	all_contigs_Septu_134
all_contigs	NZ_CP119997.1_1-9571:._4	Retron_I_A__ATPase_TypeIA	14633	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron_I_A__ATPase_TypeIA	accessory	372	1.2e-07	33.700	0.213	0.277	1	103	all_contigs_Septu_134
all_contigs	NZ_CP054575.1_70-10689:._4	Retron_I_A__ATPase_TypeIA	15908	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron_I_A__ATPase_TypeIA	accessory	372	1.4e-06	30.200	0.213	0.277	1	103	all_contigs_Septu_134
all_contigs	NZ_CP085175.1_1026-11681:._4	Retron_I_A__ATPase_TypeIA	16266	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron_I_A__ATPase_TypeIA	accessory	375	2.2e-06	29.500	0.451	0.680	1	255	all_contigs_Septu_134
all_contigs	NZ_CP116026.1_1-7640:._4	Retron_I_A__ATPase_TypeIA	18279	defense-finder-models/DefenseFinder/Retron/Retron_I_A	all_contigs_Retron_I_A_118	1.000	Retron_I_A__ATPase_TypeIA	accessory	371	5.7e-10	41.300	0.440	0.668	1	248	all_contigs_Septu_134
