query_id	subject_id	length	nident	pident	evalue	genome
EFB_0058	NZ_CP138309.1_184	76	27	35.5	8.28e-12	GCF_033631205.1
EFB_0058	NZ_CP148734.1_28	146	65	44.5	1.28e-30	GCF_037524795.1
EFB_0058	NZ_CP199541.1_25	196	73	37.2	4.54e-29	GCF_052569805.1
EFB_0058	NZ_CP146482.1_15	196	77	39.3	2.07e-33	GCF_047047065.1
EFB_0058	NZ_CP146482.1_17	184	62	33.7	6.29e-28	GCF_047047065.1
EFB_0058	NZ_CP132366.1_5	199	75	37.7	1.80e-32	GCF_030758835.1
EFB_0058	NZ_CP132366.1_50	199	75	37.7	1.80e-32	GCF_030758835.1
EFB_0058	NZ_CP073860.1_7	184	61	33.2	1.93e-26	GCF_019329685.1
EFB_0058	NZ_CP118009.1_8	140	59	42.1	2.21e-26	GCF_028743735.1
EFB_0058	NZ_CP118010.1_33	140	59	42.1	2.21e-26	GCF_028743735.1
EFB_0058	NZ_CP118011.1_12	140	59	42.1	2.21e-26	GCF_028743735.1
EFB_0058	NZ_CP118008.1_1290	189	59	31.2	2.40e-20	GCF_028743735.1
EFB_0058	NZ_CP130518.1_2483	199	136	68.3	7.44e-93	GCF_030533765.1
EFB_0058	NZ_CP130519.1_26	200	75	37.5	1.81e-32	GCF_030533765.1
EFB_0058	NZ_CP150650.1_11	203	74	36.5	4.50e-35	GCF_038024175.1
EFB_0058	NZ_CP150649.1_160	185	59	31.9	1.98e-17	GCF_038024175.1
EFB_0058	NZ_CP031662.1_13	197	75	38.1	9.82e-32	GCF_003425885.1
EFB_0058	NZ_CP118034.1_31	192	125	65.1	4.97e-81	GCF_029010235.1
EFB_0058	NZ_CP118033.1_79	201	70	34.8	5.21e-28	GCF_029010235.1
EFB_0058	NZ_CP118034.1_20	186	63	33.9	2.74e-23	GCF_029010235.1
EFB_0058	NZ_CP045695.1_1527	205	69	33.7	4.40e-28	GCF_009684695.1
EFB_0058	NZ_CP045695.1_476	210	71	33.8	1.40e-23	GCF_009684695.1
EFB_0058	NZ_CP045695.1_3394	190	64	33.7	1.11e-22	GCF_009684695.1
EFB_0058	NZ_CP045695.1_101	147	50	34.0	3.43e-19	GCF_009684695.1
EFB_0058	NZ_CP045695.1_335	62	25	40.3	3.26e-07	GCF_009684695.1
EFB_0058	NZ_CP026963.1_68	79	37	46.8	5.24e-19	GCF_001018655.2
EFB_0058	NZ_CP168900.1_847	64	24	37.5	6.30e-07	GCF_041765605.1
EFB_0058	NZ_CP015919.1_55	184	83	45.1	1.33e-47	GCF_001411765.2
EFB_0058	NZ_CP015918.1_350	140	65	46.4	2.71e-32	GCF_001411765.2
EFB_0058	NZ_CP015919.1_24	186	60	32.3	8.05e-23	GCF_001411765.2
EFB_0058	NZ_CP134466.1_20	197	76	38.6	4.28e-33	GCF_031757735.1
EFB_0058	NZ_CP134468.1_24	197	76	38.6	4.73e-32	GCF_031757735.1
EFB_0058	NZ_CP134465.1_42	197	75	38.1	9.63e-32	GCF_031757735.1
EFB_0058	NZ_CP134467.1_13	197	74	37.6	1.46e-30	GCF_031757735.1
EFB_0058	NZ_CP110850.1_42	186	59	31.7	8.81e-21	GCF_027594765.1
EFB_0058	NZ_LR130510.1_15	196	73	37.2	3.19e-29	GCF_900620215.1
EFB_0058	NZ_CP114063.1_129	201	82	40.8	1.20e-39	GCF_026967635.1
EFB_0058	NZ_CP042154.1_3	191	70	36.6	1.16e-28	GCF_007726525.1
EFB_0058	NZ_CP091007.1_60	184	57	31.0	5.08e-25	GCF_021513035.1
EFB_0058	NZ_CP127094.1_1992	201	131	65.2	7.86e-89	GCF_030254625.1
EFB_0058	NZ_CP017957.1_11	192	121	63.0	7.06e-79	GCF_001874125.1
EFB_0058	NZ_CP017958.1_33	193	96	49.7	3.14e-51	GCF_001874125.1
EFB_0058	NZ_CP017958.1_24	186	60	32.3	2.54e-22	GCF_001874125.1
EFB_0058	NZ_CP017956.1_62	186	60	32.3	2.78e-22	GCF_001874125.1
EFB_0058	NZ_CP133587.1_538	184	61	33.2	1.20e-18	GCF_031753935.1
EFB_0058	NZ_CP091303.1_26	205	81	39.5	7.55e-40	GCF_021713095.1
EFB_0058	NZ_CP091303.1_69	205	81	39.5	7.55e-40	GCF_021713095.1
EFB_0058	NZ_CP091302.1_28	191	80	41.9	1.28e-39	GCF_021713095.1
EFB_0058	NZ_CP091304.1_20	197	67	34.0	2.36e-27	GCF_021713095.1
EFB_0058	NZ_CP078507.1_16	201	72	35.8	1.51e-29	GCF_025263125.1
EFB_0058	NZ_CP078505.1_2479	186	62	33.3	1.64e-20	GCF_025263125.1
EFB_0058	NZ_CP133268.1_1338	191	65	34.0	2.95e-21	GCF_030915385.1
EFB_0058	NZ_CP101503.1_58	196	78	39.8	1.05e-33	GCF_040409825.1
EFB_0058	NC_022883.1_15	197	186	94.4	6.47e-131	GCF_000504125.1
EFB_0058	NC_022878.1_346	200	186	93.0	1.13e-130	GCF_000504125.1
EFB_0058	NC_022880.1_3	200	185	92.5	5.09e-128	GCF_000504125.1
EFB_0058	NC_022884.1_17	165	158	95.8	9.02e-109	GCF_000504125.1
EFB_0058	NC_022879.1_154	195	78	40.0	1.05e-38	GCF_000504125.1
EFB_0058	NC_022879.1_175	204	74	36.3	1.42e-30	GCF_000504125.1
EFB_0058	NC_022879.1_77	202	72	35.6	1.48e-27	GCF_000504125.1
EFB_0058	NC_022878.1_39	186	62	33.3	6.24e-19	GCF_000504125.1
EFB_0058	NZ_CP114453.1_119	199	75	37.7	1.11e-32	GCF_038070515.1
EFB_0058	NZ_CP114454.1_24	198	76	38.4	3.10e-32	GCF_038070515.1
EFB_0058	NZ_CP114453.1_2268	197	74	37.6	1.22e-31	GCF_038070515.1
EFB_0058	NZ_CP114453.1_104	171	64	37.4	4.44e-20	GCF_038070515.1
EFB_0058	NZ_CP114453.1_1699	59	33	55.9	1.67e-12	GCF_038070515.1
EFB_0058	NZ_CP064553.1_8	197	74	37.6	2.44e-31	GCF_045935655.1
EFB_0058	NZ_CP064550.1_10	196	73	37.2	4.72e-31	GCF_045935655.1
EFB_0058	NZ_CP064553.1_36	184	61	33.2	1.79e-26	GCF_045935655.1
EFB_0058	NZ_CP089997.1_2042	179	56	31.3	3.15e-17	GCF_021390075.1
EFB_0058	NZ_CP080249.1_1421	192	119	62.0	1.12e-76	GCF_022221545.1
EFB_0058	NZ_CP080250.1_9	191	70	36.6	1.22e-28	GCF_022221545.1
EFB_0058	NZ_AP027742.1_1057	142	54	38.0	6.54e-22	GCF_030296775.1
EFB_0058	NZ_CM136773.1_1276	192	110	57.3	2.29e-65	GCF_054401955.1
EFB_0058	NZ_CP072181.1_590	169	82	48.5	1.88e-45	GCF_017638905.1
EFB_0058	NZ_CP072182.1_3	169	82	48.5	1.88e-45	GCF_017638905.1
EFB_0058	NZ_CP134222.1_16	192	122	63.5	2.34e-79	GCF_031596315.1
EFB_0058	NZ_CP134221.1_4	162	70	43.2	3.12e-35	GCF_031596315.1
EFB_0058	NZ_CP134222.1_6	138	67	48.6	2.77e-32	GCF_031596315.1
EFB_0058	NZ_CP134221.1_35	186	60	32.3	2.40e-22	GCF_031596315.1
EFB_0058	NZ_CP064502.1_24	197	76	38.6	2.24e-32	GCF_045929855.1
EFB_0058	NZ_CP064500.1_18	197	75	38.1	3.16e-32	GCF_045929855.1
EFB_0058	NZ_CP064503.1_4	160	60	37.5	1.05e-21	GCF_045929855.1
EFB_0058	NZ_CP028231.1_41	192	124	64.6	2.20e-80	GCF_009913835.1
EFB_0058	NZ_CP028230.1_42	186	60	32.3	2.27e-22	GCF_009913835.1
EFB_0058	NZ_CP046664.1_11	192	125	65.1	7.68e-81	GCF_009759825.1
EFB_0058	NZ_CP046663.1_33	192	122	63.5	2.81e-79	GCF_009759825.1
EFB_0058	NZ_CP046661.1_67	192	121	63.0	6.64e-77	GCF_009759825.1
EFB_0058	NZ_CP046663.1_21	193	97	50.3	3.88e-52	GCF_009759825.1
EFB_0058	NZ_CP046665.1_14	186	60	32.3	2.26e-22	GCF_009759825.1
EFB_0058	NZ_CP046662.1_68	186	60	32.3	2.31e-22	GCF_009759825.1
EFB_0058	NZ_CP131835.1_63	191	80	41.9	2.28e-40	GCF_038441115.1
EFB_0058	NZ_CP131838.1_3	205	81	39.5	7.60e-40	GCF_038441115.1
EFB_0058	NZ_CP131836.1_50	197	68	34.5	6.07e-28	GCF_038441115.1
EFB_0058	NZ_CP131835.1_26	197	67	34.0	2.37e-27	GCF_038441115.1
EFB_0058	NZ_CP131837.1_20	197	67	34.0	2.37e-27	GCF_038441115.1
EFB_0058	NZ_CP131835.1_113	113	45	39.8	7.56e-19	GCF_038441115.1
EFB_0058	NZ_CP012476.1_4	204	73	35.8	1.36e-30	GCF_000737305.2
EFB_0058	NZ_CP132957.1_2252	149	61	40.9	2.80e-28	GCF_030863805.1
EFB_0058	NZ_CP090087.1_44	203	75	36.9	6.83e-35	GCF_021391515.1
EFB_0058	NZ_CP090084.1_68	186	65	34.9	6.36e-21	GCF_021391515.1
EFB_0058	NZ_CP090085.1_52	186	65	34.9	6.36e-21	GCF_021391515.1
EFB_0058	NZ_CP090087.1_52	186	65	34.9	6.36e-21	GCF_021391515.1
EFB_0058	NZ_CP090083.1_93	154	52	33.8	2.53e-19	GCF_021391515.1
EFB_0058	NZ_CP090084.1_76	94	33	35.1	4.44e-12	GCF_021391515.1
EFB_0058	NZ_CP071896.1_18	192	122	63.5	1.19e-79	GCF_017576965.1
EFB_0058	NZ_CP071895.1_17	192	121	63.0	2.78e-78	GCF_017576965.1
EFB_0058	NZ_CP071894.1_29	89	55	61.8	1.64e-32	GCF_017576965.1
EFB_0058	NZ_CP071897.1_29	186	60	32.3	1.76e-22	GCF_017576965.1
EFB_0058	NZ_JBQWRM010000002.1_67	169	82	48.5	1.79e-45	GCF_052601095.1
EFB_0058	NZ_CP047821.1_15	199	75	37.7	1.77e-32	GCF_009911965.1
EFB_0058	NC_017350.1_9	197	73	37.1	1.54e-30	GCF_000239235.1
EFB_0058	NZ_CP135981.1_24	192	122	63.5	2.40e-79	GCF_032463585.1
EFB_0058	NZ_CP135980.1_11	162	70	43.2	4.53e-35	GCF_032463585.1
EFB_0058	NZ_CP135979.1_11	186	60	32.3	1.37e-22	GCF_032463585.1
EFB_0058	NZ_CP148619.1_82	146	65	44.5	1.28e-30	GCF_037497135.1
EFB_0058	NZ_CP148618.1_9	183	56	30.6	3.84e-19	GCF_037497135.1
EFB_0058	NZ_CP148620.1_29	193	58	30.1	4.05e-19	GCF_037497135.1
EFB_0058	NZ_DBJORJ010000002.1_26	161	51	31.7	2.11e-16	GCF_052927025.1
EFB_0058	NZ_DBJORJ010000002.1_14	189	62	32.8	5.36e-13	GCF_052927025.1
EFB_0058	NZ_CM128726.1_828	18	14	77.8	4.41e-04	GCF_052927025.1
EFB_0058	NZ_CP009933.1_4852	159	64	40.3	5.91e-27	GCF_000968375.1
EFB_0058	NZ_CP077103.1_30	192	122	63.5	4.00e-79	GCF_023823145.1
EFB_0058	NZ_CP077102.1_39	186	59	31.7	6.84e-22	GCF_023823145.1
EFB_0058	NZ_CP077103.1_21	187	60	32.1	1.46e-20	GCF_023823145.1
EFB_0058	NZ_AP025178.1_10	184	60	32.6	2.63e-26	GCF_020887215.1
EFB_0058	NZ_CP053674.2_17	193	116	60.1	1.77e-73	GCF_013395015.3
EFB_0058	NZ_CP053672.2_71	193	113	58.5	1.02e-68	GCF_013395015.3
EFB_0058	NZ_CP075933.1_18	175	73	41.7	1.77e-30	GCF_020138475.1
EFB_0058	NZ_CP075931.1_33	155	62	40.0	6.36e-22	GCF_020138475.1
EFB_0058	NZ_CP073853.1_3	184	61	33.2	1.88e-26	GCF_019329625.1
EFB_0058	NZ_CP094952.1_432	169	81	47.9	5.11e-45	GCF_026427555.1
EFB_0058	NZ_CP176182.1_38	192	122	63.5	1.50e-79	GCF_055535235.1
EFB_0058	NZ_CP176181.1_68	191	62	32.5	1.17e-19	GCF_055535235.1
EFB_0058	NZ_CP040561.1_23	199	75	37.7	1.82e-32	GCF_005885975.1
EFB_0058	NZ_CP128483.1_27	192	125	65.1	1.37e-81	GCF_030503695.1
EFB_0058	NZ_CP128480.1_1	192	121	63.0	6.82e-79	GCF_030503695.1
EFB_0058	NZ_CP128480.1_54	186	60	32.3	2.32e-22	GCF_030503695.1
EFB_0058	NZ_CP128481.1_51	186	60	32.3	2.32e-22	GCF_030503695.1
EFB_0058	NZ_CP128482.1_1	186	60	32.3	4.56e-22	GCF_030503695.1
EFB_0058	NZ_CP170415.1_1	196	73	37.2	3.28e-29	GCF_046530015.1
EFB_0058	NZ_CP023318.1_16	147	59	40.1	2.57e-28	GCF_009497655.1
EFB_0058	NZ_CP083807.1_3	195	67	34.4	8.88e-22	GCF_022370435.1
EFB_0058	NZ_CP065806.1_32	192	126	65.6	6.80e-82	GCF_016066915.1
EFB_0058	NZ_CP065804.1_10	192	125	65.1	8.26e-81	GCF_016066915.1
EFB_0058	NZ_CP065803.1_42	192	122	63.5	2.60e-78	GCF_016066915.1
EFB_0058	NZ_CP065803.1_48	160	98	61.3	4.75e-60	GCF_016066915.1
EFB_0058	NZ_CP065805.1_13	186	60	32.3	2.32e-22	GCF_016066915.1
EFB_0058	NZ_CP065807.1_2	186	60	32.3	2.32e-22	GCF_016066915.1
EFB_0058	NZ_CP065804.1_43	186	60	32.3	2.84e-22	GCF_016066915.1
EFB_0058	NZ_CM143652.1_749	94	40	42.6	2.59e-13	GCF_055081135.1
EFB_0058	NZ_CP138867.1_19	184	60	32.6	2.67e-26	GCF_040362785.1
EFB_0058	NZ_CP077755.1_1745	198	82	41.4	7.84e-36	GCF_019134615.1
EFB_0058	NZ_CP077755.1_1711	196	76	38.8	4.99e-34	GCF_019134615.1
EFB_0058	NZ_CP077755.1_1759	183	59	32.2	2.15e-21	GCF_019134615.1
EFB_0058	NZ_CP101394.1_51	199	175	87.9	6.69e-121	GCF_050916215.1
EFB_0058	NZ_CP101395.1_47	199	175	87.9	6.69e-121	GCF_050916215.1
EFB_0058	NZ_CP101392.1_2545	127	51	40.2	7.19e-24	GCF_050916215.1
EFB_0058	NZ_CP102254.1_3028	188	64	34.0	9.84e-23	GCF_025146005.1
EFB_0058	NZ_CP129394.1_173	197	180	91.4	4.99e-125	GCF_003408975.2
EFB_0058	NZ_CP129394.1_118	191	80	41.9	2.17e-40	GCF_003408975.2
EFB_0058	NZ_CP129395.1_55	197	68	34.5	4.11e-28	GCF_003408975.2
EFB_0058	NZ_CP129394.1_57	197	69	35.0	5.78e-28	GCF_003408975.2
EFB_0058	NZ_CP129394.1_248	113	45	39.8	7.20e-19	GCF_003408975.2
EFB_0058	NZ_CP042047.1_62	201	76	37.8	3.19e-33	GCF_007726465.1
EFB_0058	NZ_CP042047.1_64	184	61	33.2	5.34e-27	GCF_007726465.1
EFB_0058	NZ_CP042047.1_49	189	68	36.0	1.94e-24	GCF_007726465.1
EFB_0058	NZ_CP065377.1_1183	150	55	36.7	4.61e-21	GCF_019967995.1
EFB_0058	NZ_CP025287.1_111	186	57	30.6	1.91e-19	GCF_003612835.1
EFB_0058	NZ_CP025287.1_483	186	57	30.6	1.91e-19	GCF_003612835.1
EFB_0058	NZ_CP151149.1_1	198	76	38.4	3.68e-32	GCF_038096285.1
EFB_0058	NZ_CP151147.1_4	157	57	36.3	3.49e-20	GCF_038096285.1
EFB_0058	NZ_CP094418.1_4868	148	65	43.9	2.23e-29	GCF_049902125.1
EFB_0058	NZ_CP029665.1_7	197	76	38.6	1.81e-32	GCF_003203595.1
EFB_0058	NZ_CP118437.1_17	183	85	46.4	4.97e-47	GCF_028884855.1
EFB_0058	NZ_CP118436.1_677	186	74	39.8	1.53e-33	GCF_028884855.1
EFB_0058	NZ_CP067088.1_1951	192	121	63.0	4.54e-79	GCF_016617695.1
EFB_0058	NZ_CP025207.1_25	195	124	63.6	6.54e-79	GCF_003288235.1
EFB_0058	NZ_CP025208.1_25	186	59	31.7	2.60e-21	GCF_003288235.1
EFB_0058	NZ_CP025206.1_1047	191	61	31.9	2.38e-19	GCF_003288235.1
EFB_0058	NZ_CP197051.1_283	197	180	91.4	5.59e-125	GCF_052055545.1
EFB_0058	NZ_CP197048.1_3	199	136	68.3	9.05e-93	GCF_052055545.1
EFB_0058	NZ_CP197051.1_275	108	68	63.0	2.73e-43	GCF_052055545.1
EFB_0058	NZ_CP197051.1_22	191	80	41.9	1.37e-39	GCF_052055545.1
EFB_0058	NZ_CP197051.1_82	197	69	35.0	6.48e-28	GCF_052055545.1
EFB_0058	NZ_CP197051.1_276	201	72	35.8	1.37e-27	GCF_052055545.1
EFB_0058	NZ_CP197051.1_221	113	45	39.8	8.07e-19	GCF_052055545.1
EFB_0058	NZ_CP090826.2_13	192	117	60.9	1.22e-74	GCF_023611865.3
EFB_0058	NZ_CP090825.2_49	192	116	60.4	9.97e-74	GCF_023611865.3
EFB_0058	NZ_CP090826.2_46	186	57	30.6	2.55e-20	GCF_023611865.3
EFB_0058	NZ_CP090823.2_183	76	27	35.5	8.74e-12	GCF_023611865.3
EFB_0058	NZ_CP048626.1_3515	186	59	31.7	2.87e-19	GCF_010669205.1
EFB_0058	NZ_CP120168.1_18	196	73	37.2	3.30e-29	GCF_034013695.1
EFB_0058	NC_017339.1_12	196	73	37.2	3.31e-29	GCF_000144955.2
EFB_0058	NZ_CP133688.1_141	199	75	37.7	1.18e-32	GCF_052063205.1
EFB_0058	NZ_CP133689.1_23	197	74	37.6	3.64e-31	GCF_052063205.1
EFB_0058	NZ_CP133688.1_1829	59	33	55.9	1.78e-12	GCF_052063205.1
EFB_0058	NZ_CP157284.1_721	201	65	32.3	2.76e-19	GCF_040025745.1
EFB_0058	NZ_LR135396.1_50	199	136	68.3	8.62e-93	GCF_900639605.1
EFB_0058	NZ_LR135395.1_116	191	80	41.9	1.31e-39	GCF_900639605.1
EFB_0058	NZ_LR135395.1_55	197	69	35.0	2.22e-28	GCF_900639605.1
EFB_0058	NZ_LR135395.1_185	193	67	34.7	1.62e-26	GCF_900639605.1
EFB_0058	NZ_CP123163.1_15	196	73	37.2	3.20e-29	GCF_046742115.1
EFB_0058	NZ_CP113049.1_1988	201	131	65.2	8.21e-89	GCF_026625505.1
EFB_0058	NZ_CP113050.1_12	200	75	37.5	1.33e-32	GCF_026625505.1
EFB_0058	NZ_CP097121.1_39	196	89	45.4	1.05e-52	GCF_024029675.1
EFB_0058	NZ_CP133266.1_2961	191	65	34.0	1.72e-21	GCF_030915485.1
EFB_0058	NZ_CP115047.1_17	201	77	38.3	3.14e-34	GCF_042193205.1
EFB_0058	NZ_CP115047.1_12	197	76	38.6	2.46e-32	GCF_042193205.1
EFB_0058	NZ_CP016471.1_37	192	125	65.1	1.18e-81	GCF_024172665.1
EFB_0058	NZ_CM143394.1_2330	183	66	36.1	7.17e-25	GCF_042136375.2
EFB_0058	NZ_JBHHFZ020000002.1_190	185	59	31.9	1.09e-16	GCF_042136375.2
EFB_0058	NZ_CP019621.1_342	202	76	37.6	5.40e-33	GCF_001999085.1
EFB_0058	NZ_CP019621.1_2050	18	14	77.8	6.49e-04	GCF_001999085.1
EFB_0058	NZ_CM128579.1_598	194	120	61.9	2.22e-77	GCF_052907405.1
EFB_0058	NZ_JBREJF010000002.1_18	169	81	47.9	5.35e-45	GCF_052907405.1
EFB_0058	NZ_LT960791.1_13	195	124	63.6	1.84e-78	GCF_900234395.1
EFB_0058	NZ_LT960790.1_219	192	123	64.1	3.75e-78	GCF_900234395.1
EFB_0058	NZ_LT960790.1_74	191	61	31.9	3.29e-19	GCF_900234395.1
EFB_0058	NZ_CP176477.1_58	169	82	48.5	1.81e-45	GCF_046581445.1
EFB_0058	NZ_CP043841.1_1642	197	75	38.1	8.57e-32	GCF_009769015.1
EFB_0058	NZ_CP168819.1_71	161	51	31.7	2.09e-16	GCF_041753785.1
EFB_0058	NZ_CP168819.1_81	189	60	31.7	6.75e-12	GCF_041753785.1
EFB_0058	NZ_CP133677.1_2061	199	76	38.2	8.68e-33	GCF_052063155.1
EFB_0058	NZ_CP013239.1_3240	167	63	37.7	1.81e-24	GCF_001886875.1
EFB_0058	NZ_CP040704.1_68	191	80	41.9	3.93e-40	GCF_005952885.1
EFB_0058	NZ_CP040704.1_148	191	80	41.9	1.21e-39	GCF_005952885.1
EFB_0058	NZ_CP040708.1_25	197	67	34.0	2.24e-27	GCF_005952885.1
EFB_0058	NZ_CP040708.1_81	197	67	34.0	2.24e-27	GCF_005952885.1
EFB_0058	NZ_CP040704.1_230	193	67	34.7	1.50e-26	GCF_005952885.1
EFB_0058	NZ_CP085391.1_353	185	64	34.6	1.73e-23	GCF_023823815.1
EFB_0058	NZ_CP085391.1_68	185	64	34.6	3.50e-23	GCF_023823815.1
EFB_0058	NZ_CP068718.1_22	61	26	42.6	8.86e-07	GCF_016774535.1
EFB_0058	NZ_CP094866.1_24	198	76	38.4	3.10e-32	GCF_022832915.1
EFB_0058	NZ_CP094655.1_1904	192	121	63.0	2.94e-79	GCF_022819245.1
EFB_0058	NZ_CP126690.1_39	185	56	30.3	4.35e-17	GCF_030219945.1
EFB_0058	NZ_CP035054.1_65	192	121	63.0	4.62e-79	GCF_004063515.1
EFB_0058	NZ_CP035054.1_1328	105	66	62.9	5.09e-39	GCF_004063515.1
EFB_0058	NZ_CP043848.1_12	184	59	32.1	9.25e-26	GCF_009769125.1
EFB_0058	NZ_CP043848.1_59	52	30	57.7	4.94e-12	GCF_009769125.1
EFB_0058	NZ_CP191310.1_28	191	79	41.4	1.28e-39	GCF_050429015.1
EFB_0058	NZ_CP191311.1_42	205	79	38.5	1.47e-33	GCF_050429015.1
EFB_0058	NZ_AP020319.1_18	197	73	37.1	5.47e-31	GCF_008619935.1
EFB_0058	NZ_CP163405.1_2504	201	135	67.2	2.78e-91	GCF_052970995.1
EFB_0058	NZ_CP013114.1_390	196	72	36.7	2.94e-30	GCF_001432245.1
EFB_0058	NZ_CP025688.1_1415	185	57	30.8	4.03e-19	GCF_004015165.1
EFB_0058	NZ_CP040343.1_43	185	60	32.4	4.42e-21	GCF_009739985.1
EFB_0058	NZ_CP040343.1_13	151	53	35.1	3.72e-19	GCF_009739985.1
EFB_0058	NZ_CP040343.1_29	186	59	31.7	1.69e-18	GCF_009739985.1
EFB_0058	NZ_CP040343.1_101	157	54	34.4	8.35e-17	GCF_009739985.1
EFB_0058	NZ_CP040343.1_238	206	64	31.1	1.54e-16	GCF_009739985.1
EFB_0058	NZ_CP014364.1_25	197	76	38.6	1.83e-32	GCF_003595365.1
EFB_0058	NZ_OZ408733.1_2742	193	61	31.6	1.93e-18	GCF_978685155.1
EFB_0058	NZ_CP042004.1_39	196	74	37.8	8.38e-33	GCF_007726325.1
EFB_0058	NZ_CP042004.1_31	196	73	37.2	3.37e-29	GCF_007726325.1
EFB_0058	NZ_CP042005.1_16	191	70	36.6	1.19e-28	GCF_007726325.1
EFB_0058	NZ_CP042005.1_15	183	58	31.7	4.27e-21	GCF_007726325.1
EFB_0058	NC_020531.1_8	197	76	38.6	1.73e-32	GCF_000967345.1
EFB_0058	NZ_CP137623.1_648	186	58	31.2	1.46e-20	GCF_033879915.1
EFB_0058	NZ_CP097036.1_51	199	175	87.9	6.35e-121	GCF_023299505.1
EFB_0058	NZ_CP097035.1_40	201	131	65.2	1.49e-88	GCF_023299505.1
EFB_0058	NZ_CP097035.1_93	200	72	36.0	2.71e-29	GCF_023299505.1
EFB_0058	NZ_CP100651.1_1220	190	63	33.2	2.72e-19	GCF_024266645.1
EFB_0058	NZ_CP030043.1_42	197	70	35.5	5.71e-28	GCF_005979285.1
EFB_0058	NZ_CP126085.1_1878	188	60	31.9	4.57e-18	GCF_030122905.1
EFB_0058	NZ_CP068144.1_10	196	73	37.2	3.24e-29	GCF_016727585.1
EFB_0058	NZ_CP074110.1_63	199	187	94.0	4.23e-131	GCF_019456595.1
EFB_0058	NZ_CP074110.1_62	86	40	46.5	1.33e-18	GCF_019456595.1
EFB_0058	NZ_CP040801.1_2446	199	136	68.3	7.36e-93	GCF_006158985.1
EFB_0058	NZ_CP040802.1_6	200	75	37.5	1.79e-32	GCF_006158985.1
EFB_0058	NZ_CP117205.1_31	197	76	38.6	1.77e-32	GCF_028596045.1
EFB_0058	NZ_CP044235.1_37	186	60	32.3	2.89e-22	GCF_013487805.1
EFB_0058	NZ_CP044234.1_62	186	60	32.3	3.32e-22	GCF_013487805.1
EFB_0058	NZ_CP039708.1_22	169	82	48.5	1.85e-45	GCF_013307125.1
EFB_0058	NZ_CP039709.1_16	169	81	47.9	5.24e-45	GCF_013307125.1
EFB_0058	NZ_CP071180.1_64	199	136	68.3	8.58e-93	GCF_018106305.1
EFB_0058	NZ_CP071180.1_29	161	51	31.7	1.49e-16	GCF_018106305.1
EFB_0058	NZ_CP071180.1_10	189	62	32.8	5.29e-13	GCF_018106305.1
EFB_0058	NZ_CP133760.1_354	190	64	33.7	3.63e-20	GCF_031344975.1
EFB_0058	NZ_CP093927.1_37	197	72	36.5	6.39e-30	GCF_023373765.1
EFB_0058	NZ_CP093927.1_102	198	68	34.3	3.01e-26	GCF_023373765.1
EFB_0058	NC_009012.1_2448	75	30	40.0	5.74e-13	GCF_000015865.1
EFB_0058	NZ_CP013725.1_48	161	51	31.7	2.06e-16	GCF_001483445.1
EFB_0058	NZ_CP013725.1_58	189	60	31.7	6.67e-12	GCF_001483445.1
EFB_0058	NZ_CP096034.1_2239	190	61	32.1	3.84e-18	GCF_023115465.1
EFB_0058	NZ_CP050484.1_3	193	132	68.4	1.64e-90	GCF_014844195.1
EFB_0058	NZ_CP050485.1_333	191	116	60.7	8.39e-76	GCF_014844195.1
EFB_0058	NZ_CP050485.1_2815	186	59	31.7	3.31e-20	GCF_014844195.1
EFB_0058	NZ_JBPZTN010000002.1_27	169	81	47.9	5.01e-45	GCF_051908385.1
EFB_0058	NZ_CP073866.1_10	184	61	33.2	1.99e-26	GCF_019329745.1
EFB_0058	NZ_CM138815.1_971	99	63	63.6	2.07e-38	GCF_054720485.1
EFB_0058	NZ_CM138815.1_972	87	55	63.2	1.89e-30	GCF_054720485.1
EFB_0058	NZ_CM138815.1_1161	39	20	51.3	1.31e-05	GCF_054720485.1
EFB_0058	NZ_LT571450.1_19	197	75	38.1	1.77e-32	GCF_900086615.2
EFB_0058	NZ_LR736240.1_10	184	61	33.2	2.03e-26	GCF_900086615.2
EFB_0058	NZ_CP091578.1_217	197	180	91.4	4.98e-125	GCF_021899455.1
EFB_0058	NZ_CP091579.1_9	193	132	68.4	1.29e-90	GCF_021899455.1
EFB_0058	NZ_CP091578.1_209	126	82	65.1	8.60e-53	GCF_021899455.1
EFB_0058	NZ_CP091579.1_51	110	72	65.5	3.08e-45	GCF_021899455.1
EFB_0058	NZ_CP091578.1_133	191	80	41.9	2.17e-40	GCF_021899455.1
EFB_0058	NZ_CP091579.1_49	87	51	58.6	3.62e-28	GCF_021899455.1
EFB_0058	NZ_CP091578.1_69	197	69	35.0	5.77e-28	GCF_021899455.1
EFB_0058	NZ_CP091578.1_210	201	72	35.8	1.22e-27	GCF_021899455.1
EFB_0058	NZ_CP091578.1_158	113	45	39.8	7.19e-19	GCF_021899455.1
EFB_0058	NZ_CP120058.1_17	196	73	37.2	3.29e-29	GCF_034357665.1
EFB_0058	NZ_CP031838.1_2608	198	82	41.4	7.86e-36	GCF_003432365.1
EFB_0058	NZ_CP031838.1_2576	196	76	38.8	5.00e-34	GCF_003432365.1
EFB_0058	NZ_CP031838.1_2622	183	59	32.2	2.15e-21	GCF_003432365.1
EFB_0058	NZ_CP073871.1_9	184	61	33.2	1.94e-26	GCF_019329785.1
