blast_hit_id	contig_orf_id	genome	strand	genome_start	genome_stop
NZ_CP029665.1_7	NZ_CP029665.1_419-11026:._7	NZ_CP029665.1	1	5418	6026
NZ_CP118436.1_17	NZ_CP118436.1_7352-17953:._10	NZ_CP118436.1	1	16743	16940
NZ_CP025206.1_25	NZ_CP025206.1_20412-30992:._6	NZ_CP025206.1	1	23516	24562
NZ_CP025208.1_25	NZ_CP025208.1_15875-26461:._9	NZ_CP025208.1	1	25411	25992
NZ_CP197051.1_22	NZ_CP197051.1_11242-21846:._7	NZ_CP197051.1	1	16241	16846
NZ_CP197051.1_221	NZ_CP197051.1_191701-202044:._7	NZ_CP197051.1	-1	196700	197044
NZ_CP197051.1_275	NZ_CP197051.1_236037-246374:._8	NZ_CP197051.1	-1	241036	241374
NZ_CP197051.1_276	NZ_CP197051.1_236037-246374:._9	NZ_CP197051.1	1	241692	242315
NZ_CP197051.1_283	NZ_CP197051.1_243867-254483:._6	NZ_CP197051.1	-1	248866	249483
NZ_CP090826.2_46	NZ_CP090826.2_36434-47014:._7	NZ_CP090826.2	-1	41433	42014
NZ_CP090826.2_49	NZ_CP090826.2_36434-47014:._10	NZ_CP090826.2	-1	42748	44553
NZ_CP090825.2_13	NZ_CP090825.2_5399-15997:._7	NZ_CP090825.2	1	10462	10779
NZ_CP048626.1_3515	NZ_CP048626.1_3731671-3742233:._7	NZ_CP048626.1	1	3736670	3737233
NZ_CP120168.1_18	NZ_CP120168.1_18544-29151:._8	NZ_CP120168.1	-1	23543	24151
NC_017339.1_12	NC_017339.1_6365-16972:._6	NC_017339.1	1	11364	11972
NZ_CP133688.1_141	NZ_CP133688.1_123681-134288:._9	NZ_CP133688.1	-1	128680	129288
NZ_CP157284.1_721	NZ_CP157284.1_839875-850497:._6	NZ_CP157284.1	1	844874	845497
NZ_LR135395.1_50	NZ_LR135395.1_40323-50924:._9	NZ_LR135395.1	1	44505	44684
NZ_LR135395.1_55	NZ_LR135395.1_40323-50924:._14	NZ_LR135395.1	-1	46078	46692
NZ_LR135395.1_116	NZ_LR135395.1_94302-104906:._10	NZ_LR135395.1	1	99301	99906
NZ_LR135395.1_185	NZ_LR135395.1_164688-175283:._6	NZ_LR135395.1	1	169687	170283
NZ_LR135396.1_50	NZ_LR135396.1_41079-51692:._7	NZ_LR135396.1	-1	45322	45924
NZ_CP123163.1_15	NZ_CP123163.1_10580-21187:._6	NZ_CP123163.1	1	15579	16187
NZ_CP113049.1_1988	NZ_CP113049.1_2095234-2105850:._10	NZ_CP113049.1	1	2100233	2100850
NZ_CP113050.1_12	NZ_CP113050.1_6567-17177:._6	NZ_CP113050.1	1	11566	12177
NZ_CP097121.1_39	NZ_CP097121.1_36203-46813:._6	NZ_CP097121.1	1	41202	41813
NZ_CP133266.1_2961	NZ_CP133266.1_3087158-3097723:._13	NZ_CP133266.1	1	3092157	3092723
NZ_CP115047.1_12	NZ_CP115047.1_1210-11817:._10	NZ_CP115047.1	-1	6209	6817
NZ_CP115047.1_17	NZ_CP115047.1_6209-16828:._6	NZ_CP115047.1	1	11208	11828
NZ_CP016471.1_37	NZ_CP016471.1_28071-38657:._7	NZ_CP016471.1	1	33070	33657
NZ_CM143394.1_2330	NZ_CM143394.1_2321929-2332512:._9	NZ_CM143394.1	1	2326928	2327512
NZ_JBHHFZ020000002.1_190	NZ_JBHHFZ020000002.1_203413-214278:._8	NZ_JBHHFZ020000002.1	1	208412	209278
NZ_CP019621.1_342	NZ_CP019621.1_355574-366190:._4	NZ_CP019621.1	1	360573	361190
NZ_CP019621.1_2050	NZ_CP019621.1_2082403-2092584:._6	NZ_CP019621.1	-1	2087402	2087584
NZ_CM128579.1_598	NZ_CM128579.1_614607-625190:._6	NZ_CM128579.1	1	619606	620190
NZ_JBREJF010000002.1_18	NZ_JBREJF010000002.1_9168-19817:._10	NZ_JBREJF010000002.1	-1	14167	14817
NZ_LT960790.1_13	NZ_LT960790.1_6454-17040:._8	NZ_LT960790.1	-1	15067	16407
NZ_LT960790.1_219	NZ_LT960790.1_210196-220815:._5	NZ_LT960790.1	1	215195	215815
NZ_CP176477.1_58	NZ_CP176477.1_43603-54252:._8	NZ_CP176477.1	-1	48602	49252
NZ_CP043841.1_1642	NZ_CP043841.1_1779909-1790519:._6	NZ_CP043841.1	-1	1784908	1785519
NZ_CP168819.1_71	NZ_CP168819.1_65763-76316:._4	NZ_CP168819.1	-1	70762	71316
NZ_CP168819.1_81	NZ_CP168819.1_76458-87056:._8	NZ_CP168819.1	1	81457	82056
NZ_CP133677.1_2061	NZ_CP133677.1_2236780-2247396:._7	NZ_CP133677.1	1	2241779	2242396
NZ_CP013239.1_3240	NZ_CP013239.1_3626118-3636752:._6	NZ_CP013239.1	-1	3631117	3631752
NZ_CP040704.1_81	NZ_CP040704.1_61437-72050:._9	NZ_CP040704.1	1	69691	70032
NZ_CP040704.1_148	NZ_CP040704.1_124135-134739:._7	NZ_CP040704.1	-1	129134	129739
NZ_CP040708.1_25	NZ_CP040708.1_15982-26595:._8	NZ_CP040708.1	-1	20981	21595
NZ_CP085391.1_68	NZ_CP085391.1_61482-72041:._5	NZ_CP085391.1	-1	66481	67041
NZ_CP085391.1_353	NZ_CP085391.1_337829-348385:._9	NZ_CP085391.1	1	342828	343385
NZ_CP068718.1_22	NZ_CP068718.1_15384-25583:._4	NZ_CP068718.1	-1	20383	20583
NZ_CP094866.1_24	NZ_CP094866.1_20390-30997:._2	NZ_CP094866.1	1	25389	25997
NZ_CP094655.1_1904	NZ_CP094655.1_1942957-1953537:._8	NZ_CP094655.1	1	1947956	1948537
NZ_CP126690.1_39	NZ_CP126690.1_29045-39613:._4	NZ_CP126690.1	1	34044	34613
NZ_CP035054.1_65	NZ_CP035054.1_60675-71291:._9	NZ_CP035054.1	-1	65674	66291
NZ_CP035054.1_1328	NZ_CP035054.1_1362662-1372984:._7	NZ_CP035054.1	-1	1367661	1367984
NZ_CP043848.1_12	NZ_CP043848.1_1502-12049:._8	NZ_CP043848.1	-1	6501	7049
NZ_CP043848.1_59	NZ_CP043848.1_37681-47874:._6	NZ_CP043848.1	-1	42680	42874
NZ_CP191310.1_28	NZ_CP191310.1_24093-34697:._5	NZ_CP191310.1	-1	29092	29697
NZ_AP020319.1_18	NZ_AP020319.1_9433-20040:._7	NZ_AP020319.1	1	14432	15040
NZ_CP163405.1_2504	NZ_CP163405.1_2548748-2559364:._5	NZ_CP163405.1	1	2553747	2554364
NZ_CP013114.1_390	NZ_CP013114.1_426746-437350:._7	NZ_CP013114.1	1	431745	432350
NZ_CP025688.1_1415	NZ_CP025688.1_1493724-1504292:._6	NZ_CP025688.1	1	1498723	1499292
NZ_CP040343.1_13	NZ_CP040343.1_9095-19720:._4	NZ_CP040343.1	-1	14094	14720
NZ_CP040343.1_29	NZ_CP040343.1_20551-31101:._9	NZ_CP040343.1	-1	25550	26101
NZ_CP014364.1_25	NZ_CP014364.1_13819-24426:._8	NZ_CP014364.1	-1	18818	19426
NZ_OZ408733.1_2742	NZ_OZ408733.1_2686604-2697163:._6	NZ_OZ408733.1	-1	2691603	2692163
NZ_CP042004.1_15	NZ_CP042004.1_5390-15949:._8	NZ_CP042004.1	-1	11006	11569
NZ_CP042004.1_16	NZ_CP042004.1_5390-15949:._9	NZ_CP042004.1	-1	11572	11958
NC_020531.1_8	NC_020531.1_3047-13654:._6	NC_020531.1	1	8046	8654
NZ_CP137623.1_648	NZ_CP137623.1_672329-682885:._7	NZ_CP137623.1	1	677328	677885
NZ_CP097035.1_51	NZ_CP097035.1_48148-58791:._6	NZ_CP097035.1	-1	52803	52943
NZ_CP097035.1_93	NZ_CP097035.1_81162-91775:._8	NZ_CP097035.1	1	86161	86775
NZ_CP097036.1_40	NZ_CP097036.1_34341-45005:._7	NZ_CP097036.1	1	41137	41280
NZ_CP100651.1_1220	NZ_CP100651.1_1264261-1274823:._8	NZ_CP100651.1	-1	1269260	1269823
NZ_CP030043.1_42	NZ_CP030043.1_30719-41329:._6	NZ_CP030043.1	-1	35718	36329
NZ_CP126085.1_1878	NZ_CP126085.1_1976955-1987514:._5	NZ_CP126085.1	1	1981954	1982514
NZ_CP068144.1_10	NZ_CP068144.1_5574-14965:._5	NZ_CP068144.1	1	9965	10573
NZ_CP074110.1_62	NZ_CP074110.1_47738-58012:._8	NZ_CP074110.1	-1	52737	53012
NZ_CP074110.1_63	NZ_CP074110.1_47738-58012:._9	NZ_CP074110.1	1	53353	53958
NZ_CP040801.1_2446	NZ_CP040801.1_2644336-2654937:._9	NZ_CP040801.1	-1	2649335	2649937
NZ_CP040802.1_6	NZ_CP040802.1_1-8334:._6	NZ_CP040802.1	-1	2723	3334
NZ_CP117205.1_31	NZ_CP117205.1_19304-29911:._6	NZ_CP117205.1	1	24303	24911
NZ_CP044234.1_37	NZ_CP044234.1_26537-37117:._10	NZ_CP044234.1	1	34805	35020
NZ_CP039708.1_16	NZ_CP039708.1_11091-21740:._2	NZ_CP039708.1	-1	12989	14167
NZ_CP039708.1_22	NZ_CP039708.1_11091-21740:._8	NZ_CP039708.1	1	16090	16740
NZ_CP039709.1_16	NZ_CP039709.1_8900-19549:._6	NZ_CP039709.1	1	13899	14549
NZ_CP039709.1_22	NZ_CP039709.1_8900-19549:._12	NZ_CP039709.1	1	18942	19463
NZ_CP071180.1_10	NZ_CP071180.1_4178-14785:._5	NZ_CP071180.1	-1	9177	9785
NZ_CP071180.1_29	NZ_CP071180.1_17616-28169:._8	NZ_CP071180.1	1	22615	23169
NZ_CP071180.1_64	NZ_CP071180.1_54104-64705:._6	NZ_CP071180.1	-1	59103	59705
NZ_CP133760.1_354	NZ_CP133760.1_327585-338147:._11	NZ_CP133760.1	-1	332584	333147
NZ_CP093927.1_37	NZ_CP093927.1_24153-34766:._5	NZ_CP093927.1	-1	29152	29766
NZ_CP093927.1_102	NZ_CP093927.1_81889-92493:._6	NZ_CP093927.1	1	86888	87493
NC_009012.1_2448	NC_009012.1_2764888-2775174:._8	NC_009012.1	-1	2769887	2770174
NZ_CP013725.1_48	NZ_CP013725.1_41036-51589:._4	NZ_CP013725.1	-1	46035	46589
NZ_CP013725.1_58	NZ_CP013725.1_51731-62329:._7	NZ_CP013725.1	1	56730	57329
NZ_CP096034.1_2239	NZ_CP096034.1_2342499-2353052:._7	NZ_CP096034.1	1	2347498	2348052
NZ_CP050485.1_3	NZ_CP050485.1_1-7081:._3	NZ_CP050485.1	1	2953	3192
NZ_CP050485.1_2815	NZ_CP050485.1_2918391-2928959:._5	NZ_CP050485.1	1	2923390	2923959
NZ_JBPZTN010000002.1_27	NZ_JBPZTN010000002.1_16406-27055:._6	NZ_JBPZTN010000002.1	1	21405	22055
NZ_CP073866.1_10	NZ_CP073866.1_1879-12522:._7	NZ_CP073866.1	1	6878	7522
NZ_CM138815.1_971	NZ_CM138815.1_985295-995611:._7	NZ_CM138815.1	1	990294	990611
NZ_CM138815.1_972	NZ_CM138815.1_985295-995611:._8	NZ_CM138815.1	1	990608	990883
NZ_CM138815.1_1161	NZ_CM138815.1_1158269-1168393:._5	NZ_CM138815.1	-1	1163268	1163393
NZ_LT571450.1_19	NZ_LT571450.1_14485-25092:._6	NZ_LT571450.1	-1	19484	20092
NZ_LR736240.1_10	NZ_LR736240.1_3187-13830:._7	NZ_LR736240.1	-1	8186	8830
NZ_CP091578.1_9	NZ_CP091578.1_1550-12166:._7	NZ_CP091578.1	-1	7980	8297
NZ_CP091578.1_69	NZ_CP091578.1_57805-68418:._13	NZ_CP091578.1	-1	62804	63418
NZ_CP091578.1_158	NZ_CP091578.1_128366-138709:._8	NZ_CP091578.1	-1	133365	133709
NZ_CP091578.1_210	NZ_CP091578.1_171659-182281:._8	NZ_CP091578.1	1	176658	177281
NZ_CP120058.1_17	NZ_CP120058.1_8401-19008:._8	NZ_CP120058.1	-1	13400	14008
NZ_CP031838.1_2576	NZ_CP031838.1_2741324-2751955:._6	NZ_CP031838.1	-1	2746323	2746955
NZ_CP031838.1_2608	NZ_CP031838.1_2770546-2781174:._6	NZ_CP031838.1	-1	2775545	2776174
NZ_CP031838.1_2622	NZ_CP031838.1_2783050-2793609:._8	NZ_CP031838.1	1	2788049	2788609
NZ_CP073871.1_9	NZ_CP073871.1_1857-12500:._7	NZ_CP073871.1	-1	6856	7500
NZ_OZ006975.1_1790	NZ_OZ006975.1_1876886-1887496:._6	NZ_OZ006975.1	-1	1881885	1882496
NZ_CP085399.1_2787	NZ_CP085399.1_2765768-2776375:._8	NZ_CP085399.1	1	2770767	2771375
NZ_CP038176.1_23	NZ_CP038176.1_10042-20694:._11	NZ_CP038176.1	1	15041	15694
NZ_CP029085.1_13	NZ_CP029085.1_6605-17215:._6	NZ_CP029085.1	1	11604	12215
NZ_CM129918.1_718	NZ_CM129918.1_705029-715645:._7	NZ_CM129918.1	1	710028	710645
NZ_CM129918.1_1741	NZ_CM129918.1_1748617-1759233:._6	NZ_CM129918.1	-1	1753616	1754233
NZ_CP099504.1_1558	NZ_CP099504.1_1714423-1725024:._9	NZ_CP099504.1	1	1719422	1720024
NZ_CP099505.1_3	NZ_CP099505.1_1-6703:._3	NZ_CP099505.1	1	1092	1703
NZ_CP047329.1_36	NZ_CP047329.1_23608-34224:._7	NZ_CP047329.1	1	28607	29224
NZ_CP047327.1_167	NZ_CP047327.1_146006-156619:._9	NZ_CP047327.1	1	151005	151619
NZ_OZ281620.1_44	NZ_OZ281620.1_32507-43162:._7	NZ_OZ281620.1	1	37506	38162
NZ_OZ281621.1_57	NZ_OZ281621.1_30655-41310:._12	NZ_OZ281621.1	1	35654	36310
NZ_CP047630.1_2202	NZ_CP047630.1_2260844-2271430:._8	NZ_CP047630.1	-1	2265843	2266430
NZ_CP047632.1_26	NZ_CP047632.1_21675-32234:._5	NZ_CP047632.1	1	26674	27234
NZ_CP035137.1_61	NZ_CP035137.1_53697-64061:._6	NZ_CP035137.1	-1	58696	59061
NZ_CP035137.1_62	NZ_CP035137.1_53697-64061:._7	NZ_CP035137.1	-1	59062	59301
NZ_CP084481.1_17	NZ_CP084481.1_12912-23519:._7	NZ_CP084481.1	1	17911	18519
NZ_OU015346.1_57	NZ_OU015346.1_45497-56110:._5	NZ_OU015346.1	-1	49948	50784
NC_017474.1_626	NC_017474.1_611944-622530:._8	NC_017474.1	1	616943	617530
NC_017476.1_42	NC_017476.1_32772-43421:._9	NC_017476.1	-1	37771	38421
NZ_CP142416.1_31	NZ_CP142416.1_22384-32727:._6	NZ_CP142416.1	1	27383	27727
NZ_CP142416.1_111	NZ_CP142416.1_98463-109079:._7	NZ_CP142416.1	-1	103462	104079
NZ_CP040058.1_2949	NZ_CP040058.1_2984797-2995401:._4	NZ_CP040058.1	-1	2989796	2990401
NZ_CP066063.1_2	NZ_CP066063.1_1-5832:._2	NZ_CP066063.1	1	832	1377
NZ_CP119107.1_73	NZ_CP119107.1_75529-85791:._6	NZ_CP119107.1	-1	80528	80791
NZ_CP084378.1_15	NZ_CP084378.1_6495-17096:._6	NZ_CP084378.1	1	11494	12096
NZ_CP080558.1_15	NZ_CP080558.1_7803-18410:._6	NZ_CP080558.1	1	12802	13410
NZ_CP031665.1_13	NZ_CP031665.1_3445-14052:._8	NZ_CP031665.1	1	8444	9052
NZ_CP074106.1_64	NZ_CP074106.1_49107-59381:._8	NZ_CP074106.1	-1	54106	54381
NZ_CP074106.1_65	NZ_CP074106.1_49107-59381:._9	NZ_CP074106.1	1	54722	55327
NZ_CP152133.1_870	NZ_CP152133.1_867095-877672:._5	NZ_CP152133.1	-1	872094	872672
NZ_CP162462.1_3	NZ_CP162462.1_1-6813:._3	NZ_CP162462.1	-1	1280	1813
NZ_CP162462.1_28	NZ_CP162462.1_17607-28139:._8	NZ_CP162462.1	-1	22606	23139
NZ_CP077881.1_14	NZ_CP077881.1_8582-19132:._6	NZ_CP077881.1	-1	12505	13038
NZ_CP077881.1_16	NZ_CP077881.1_8582-19132:._8	NZ_CP077881.1	-1	14011	14391
NZ_CP077881.1_17	NZ_CP077881.1_8582-19132:._9	NZ_CP077881.1	-1	14381	16138
NZ_CP077882.1_14	NZ_CP077882.1_7506-18038:._5	NZ_CP077882.1	1	11582	12067
NZ_CP077882.1_16	NZ_CP077882.1_7506-18038:._7	NZ_CP077882.1	1	13822	14496
NZ_CP077882.1_17	NZ_CP077882.1_7506-18038:._8	NZ_CP077882.1	-1	14643	15194
NZ_CP077883.1_14	NZ_CP077883.1_9644-20194:._3	NZ_CP077883.1	-1	12476	12625
NZ_CP077883.1_16	NZ_CP077883.1_9644-20194:._5	NZ_CP077883.1	1	13581	14132
NZ_CP077883.1_17	NZ_CP077883.1_9644-20194:._6	NZ_CP077883.1	-1	14279	14542
NZ_CP151259.1_9	NZ_CP151259.1_3272-13879:._7	NZ_CP151259.1	1	8271	8879
NZ_CP185725.1_31	NZ_CP185725.1_23689-34242:._4	NZ_CP185725.1	-1	26724	27101
NZ_CP185727.1_18	NZ_CP185727.1_20957-31540:._4	NZ_CP185727.1	1	28688	29242
NZ_CP185728.1_12	NZ_CP185728.1_5838-16424:._5	NZ_CP185728.1	1	7580	9598
NZ_CP185728.1_18	NZ_CP185728.1_5838-16424:._10	NZ_CP185728.1	1	13620	15149
NZ_CP072896.1_34	NZ_CP072896.1_22952-33568:._8	NZ_CP072896.1	-1	27951	28568
NZ_CP013981.1_8	NZ_CP013981.1_5761-15921:._2	NZ_CP013981.1	-1	6450	7079
NZ_CP013981.1_50	NZ_CP013981.1_36440-47068:._7	NZ_CP013981.1	-1	41439	42068
NZ_CP013981.1_53	NZ_CP013981.1_36440-47068:._10	NZ_CP013981.1	1	44932	45225
NZ_CP013982.1_8	NZ_CP013982.1_1451-12079:._4	NZ_CP013982.1	1	2968	3303
NZ_CP013982.1_18	NZ_CP013982.1_1451-12079:._14	NZ_CP013982.1	1	10760	10921
NZ_CP013982.1_50	NZ_CP013982.1_30900-41450:._4	NZ_CP013982.1	1	34583	34954
NZ_CP013982.1_53	NZ_CP013982.1_30900-41450:._7	NZ_CP013982.1	1	35899	36450
NZ_CP040339.1_35	NZ_CP040339.1_30399-41060:._4	NZ_CP040339.1	1	35398	36060
NZ_CP031290.1_434	NZ_CP031290.1_434989-445638:._4	NZ_CP031290.1	1	439988	440638
NZ_CP137758.1_1264	NZ_CP137758.1_1257951-1268510:._5	NZ_CP137758.1	1	1262950	1263510
NZ_CP137758.1_2636	NZ_CP137758.1_2676940-2687511:._7	NZ_CP137758.1	-1	2681939	2682511
NZ_CP139476.1_86	NZ_CP139476.1_78851-89485:._5	NZ_CP139476.1	1	83850	84485
NZ_CP066417.1_9	NZ_CP066417.1_1669-12282:._5	NZ_CP066417.1	1	6515	6832
NZ_CP012285.1_31	NZ_CP012285.1_22461-33044:._5	NZ_CP012285.1	1	24430	24939
NZ_CP012285.1_33	NZ_CP012285.1_22461-33044:._7	NZ_CP012285.1	1	26152	26403
NZ_CP012286.1_31	NZ_CP012286.1_19270-29853:._10	NZ_CP012286.1	-1	23342	24010
NZ_CP012286.1_33	NZ_CP012286.1_19270-29853:._12	NZ_CP012286.1	-1	24269	24853
NZ_CP129372.1_1698	NZ_CP129372.1_1862024-1872634:._10	NZ_CP129372.1	-1	1867023	1867634
NZ_CP071445.1_1695	NZ_CP071445.1_1758917-1769464:._7	NZ_CP071445.1	1	1763916	1764464
NZ_CP016539.2_1155	NZ_CP016539.2_1159389-1170005:._6	NZ_CP016539.2	-1	1164388	1165005
NZ_CP016539.2_2948	NZ_CP016539.2_2938171-2948733:._7	NZ_CP016539.2	-1	2943170	2943733
NZ_CP126513.1_76	NZ_CP126513.1_48152-58726:._8	NZ_CP126513.1	1	53151	53726
NZ_CP134619.1_13	NZ_CP134619.1_6970-17577:._6	NZ_CP134619.1	1	11969	12577
NZ_CP113524.1_560	NZ_CP113524.1_568661-579277:._6	NZ_CP113524.1	-1	573660	574277
NZ_CP040233.2_2508	NZ_CP040233.2_2690747-2701357:._7	NZ_CP040233.2	1	2695746	2696357
NZ_CP040233.2_2521	NZ_CP040233.2_2707759-2718366:._5	NZ_CP040233.2	-1	2712758	2713366
NZ_CP181129.1_25	NZ_CP181129.1_13819-24426:._8	NZ_CP181129.1	-1	18818	19426
NZ_CP181086.1_5	NZ_CP181086.1_1-10058:._5	NZ_CP181086.1	1	4195	6144
NZ_CP186322.1_479	NZ_CP186322.1_536481-547049:._2	NZ_CP186322.1	1	541480	542049
NZ_LR134317.1_69	NZ_LR134317.1_63361-73944:._5	NZ_LR134317.1	1	68360	68944
NZ_LR134317.1_627	NZ_LR134317.1_650500-661137:._7	NZ_LR134317.1	1	655499	656137
NZ_CP126076.1_3583	NZ_CP126076.1_3979246-3989802:._6	NZ_CP126076.1	1	3984245	3984802
NZ_CP016714.2_61	NZ_CP016714.2_50190-60788:._7	NZ_CP016714.2	1	55189	55788
NZ_CP034574.2_33	NZ_CP034574.2_24857-35437:._2	NZ_CP034574.2	1	25350	25955
NZ_CP016699.1_38	NZ_CP016699.1_25025-35605:._3	NZ_CP016699.1	-1	27194	28012
NZ_CP016699.1_39	NZ_CP016699.1_25025-35605:._4	NZ_CP016699.1	-1	28009	28380
NZ_CP016701.1_53	NZ_CP016701.1_36633-47213:._7	NZ_CP016701.1	1	43607	43735
NZ_CP016701.1_62	NZ_CP016701.1_48744-59342:._4	NZ_CP016701.1	1	51895	52485
NZ_CP016701.1_66	NZ_CP016701.1_48744-59342:._8	NZ_CP016701.1	1	53743	54342
NZ_CP016702.1_53	NZ_CP016702.1_45953-56551:._2	NZ_CP016702.1	-1	47158	48285
NZ_CP166970.1_2025	NZ_CP166970.1_1961837-1972102:._6	NZ_CP166970.1	-1	1966836	1967102
NZ_CP185249.1_63	NZ_CP185249.1_37693-48300:._8	NZ_CP185249.1	1	42692	43300
NZ_CP092498.1_567	NZ_CP092498.1_583363-594012:._7	NZ_CP092498.1	-1	588362	589012
NZ_CP092498.1_2535	NZ_CP092498.1_2667525-2678105:._8	NZ_CP092498.1	-1	2672524	2673105
NZ_CP062367.1_6	NZ_CP062367.1_1-10407:._6	NZ_CP062367.1	1	4799	5407
NZ_CP114618.1_7	NZ_CP114618.1_1-10363:._7	NZ_CP114618.1	-1	8205	9245
NZ_CP114618.1_69	NZ_CP114618.1_64559-74896:._8	NZ_CP114618.1	-1	69558	69896
NZ_CP114618.1_70	NZ_CP114618.1_64559-74896:._9	NZ_CP114618.1	1	70214	70837
NZ_CP114618.1_99	NZ_CP114618.1_91796-102415:._8	NZ_CP114618.1	-1	96795	97415
NZ_CP114618.1_152	NZ_CP114618.1_134324-144937:._10	NZ_CP114618.1	1	139323	139937
NZ_LR134106.1_19	NZ_LR134106.1_12557-23170:._8	NZ_LR134106.1	1	16031	16210
NZ_LR134106.1_24	NZ_LR134106.1_12557-23170:._13	NZ_LR134106.1	-1	17556	18170
NZ_LR134106.1_28	NZ_LR134106.1_12557-23170:._17	NZ_LR134106.1	1	20073	20687
NZ_LR134106.1_37	NZ_LR134106.1_24500-35101:._5	NZ_LR134106.1	-1	26905	27552
NZ_LR134108.1_19	NZ_LR134108.1_10161-20783:._5	NZ_LR134108.1	-1	16182	17774
NZ_LR134108.1_24	NZ_LR134108.1_10161-20783:._10	NZ_LR134108.1	-1	20106	20750
NZ_LR134110.1_24	NZ_LR134110.1_15074-25687:._4	NZ_LR134110.1	1	19966	21447
NZ_LR134110.1_28	NZ_LR134110.1_15074-25687:._8	NZ_LR134110.1	-1	23648	24922
NZ_CP036053.1_24	NZ_CP036053.1_16382-27007:._5	NZ_CP036053.1	-1	21381	22007
NZ_OZ260731.1_26	NZ_OZ260731.1_15860-26428:._6	NZ_OZ260731.1	-1	20859	21428
NZ_OZ260731.1_37	NZ_OZ260731.1_29196-39812:._5	NZ_OZ260731.1	1	34195	34812
NZ_CP127332.1_31	NZ_CP127332.1_18501-28799:._9	NZ_CP127332.1	-1	23500	23799
NZ_CP097887.1_116	NZ_CP097887.1_107978-118537:._11	NZ_CP097887.1	-1	112977	113537
NZ_CP097888.1_2	NZ_CP097888.1_1-5964:._2	NZ_CP097888.1	-1	964	1509
NZ_CP127866.1_1646	NZ_CP127866.1_1642687-1653279:._5	NZ_CP127866.1	-1	1647686	1648279
NZ_CP189807.1_1162	NZ_CP189807.1_1308995-1319662:._9	NZ_CP189807.1	1	1313994	1314662
NZ_CP120037.1_8	NZ_CP120037.1_1637-12244:._6	NZ_CP120037.1	1	6636	7244
NZ_CP181110.1_13	NZ_CP181110.1_6723-17333:._6	NZ_CP181110.1	-1	11722	12333
NZ_CP062369.1_16	NZ_CP062369.1_8145-18755:._6	NZ_CP062369.1	1	13144	13755
NZ_CP155060.1_913	NZ_CP155060.1_987663-998273:._6	NZ_CP155060.1	-1	992662	993273
NZ_CP120112.1_21	NZ_CP120112.1_14806-25413:._6	NZ_CP120112.1	1	19805	20413
NZ_JBQSLO010000002.1_59	NZ_JBQSLO010000002.1_50784-61379:._3	NZ_JBQSLO010000002.1	1	51609	51935
NZ_JBQSLO010000002.1_63	NZ_JBQSLO010000002.1_50784-61379:._7	NZ_JBQSLO010000002.1	1	55783	56379
NZ_JBQSLO010000002.1_66	NZ_JBQSLO010000002.1_50784-61379:._10	NZ_JBQSLO010000002.1	1	59723	59956
NZ_CP034973.1_956	NZ_CP034973.1_1035635-1046221:._5	NZ_CP034973.1	1	1040634	1041221
NZ_CP034973.1_2311	NZ_CP034973.1_2442906-2453555:._8	NZ_CP034973.1	1	2447905	2448555
NC_020538.1_8	NC_020538.1_3047-13654:._6	NC_020538.1	1	8046	8654
NZ_CP168872.1_60	NZ_CP168872.1_50611-61164:._5	NZ_CP168872.1	1	55610	56164
NZ_AP024589.1_2092	NZ_AP024589.1_2116186-2126745:._8	NZ_AP024589.1	-1	2121185	2121745
NZ_AP024589.1_2101	NZ_AP024589.1_2122835-2133466:._8	NZ_AP024589.1	1	2127834	2128466
NZ_AP040294.1_12	NZ_AP040294.1_3455-13987:._8	NZ_AP040294.1	-1	8454	8987
NZ_AP022908.1_4	NZ_AP022908.1_1-9031:._4	NZ_AP022908.1	1	4210	4854
NZ_AP022908.1_149	NZ_AP022908.1_153551-164101:._9	NZ_AP022908.1	-1	158550	159101
NZ_CP133680.1_2285	NZ_CP133680.1_2434357-2445000:._6	NZ_CP133680.1	1	2439356	2440000
NZ_CP068106.1_1827	NZ_CP068106.1_1920817-1931412:._5	NZ_CP068106.1	1	1925816	1926412
NZ_CP071000.1_756	NZ_CP071000.1_810074-820657:._9	NZ_CP071000.1	1	815073	815657
NZ_CP071000.1_1378	NZ_CP071000.1_1425276-1435724:._6	NZ_CP071000.1	1	1430275	1430724
NZ_CP071000.1_2096	NZ_CP071000.1_2162730-2173172:._6	NZ_CP071000.1	1	2167729	2168172
NZ_LR134472.1_715	NZ_LR134472.1_769572-780185:._6	NZ_LR134472.1	1	774571	775185
NZ_CP022709.1_23	NZ_CP022709.1_14071-24687:._12	NZ_CP022709.1	1	23656	24021
NZ_CP079981.1_89	NZ_CP079981.1_74394-84959:._5	NZ_CP079981.1	1	79393	79959
NZ_CP149650.1_1180	NZ_CP149650.1_1157545-1168107:._11	NZ_CP149650.1	-1	1162544	1163107
NZ_CP085008.1_2004	NZ_CP085008.1_1991317-2001873:._8	NZ_CP085008.1	1	1996316	1996873
NZ_CP159282.1_10	NZ_CP159282.1_3712-14310:._5	NZ_CP159282.1	1	7925	8221
NZ_CP159282.1_12	NZ_CP159282.1_3712-14310:._7	NZ_CP159282.1	1	8711	9310
NZ_CP159285.1_1	NZ_CP159285.1_1-5237:._1	NZ_CP159285.1	-1	1	237
NZ_CP123608.1_97	NZ_CP123608.1_75071-85408:._8	NZ_CP123608.1	-1	80070	80408
