blast_hit_id	hit_contig_orf	downstream_orf	strand	gap_bp
NZ_CP020741.1_2496	NZ_CP020741.1_2679376-2689977:._9	NZ_CP020741.1_2679376-2689977:._8	-1	16
NZ_CP022601.1_1389	NZ_CP022601.1_1338907-1349523:._5	NZ_CP022601.1_1338907-1349523:._4	-1	0
NZ_CP187901.1_2554	NZ_CP187901.1_2653589-2663773:._7	NZ_CP187901.1_2653589-2663773:._6	-1	0
NZ_CP101831.1_598	NZ_CP101831.1_614607-625190:._6	NZ_CP101831.1_614607-625190:._7	1	87
NZ_CP101832.1_35	NZ_CP101832.1_24134-34783:._6	NZ_CP101832.1_24134-34783:._7	1	6
NZ_CP168856.1_71	NZ_CP168856.1_65746-76299:._4	NZ_CP168856.1_65746-76299:._3	-1	4
NC_022737.1_1462	NC_022737.1_1503315-1513418:._7	NC_022737.1_1503315-1513418:._8	1	58
NZ_CP133584.1_794	NZ_CP133584.1_781548-791738:._6	NZ_CP133584.1_781548-791738:._5	-1	-15
NZ_OX346405.1_61	NZ_OX346405.1_56787-67403:._8	NZ_OX346405.1_56787-67403:._9	1	9
NZ_CP072890.1_19	NZ_CP072890.1_14328-24929:._8	NZ_CP072890.1_14328-24929:._9	1	16
NZ_CP155804.1_2765	NZ_CP155804.1_2621122-2631273:._8	NZ_CP155804.1_2621122-2631273:._7	-1	4
NZ_LS483339.1_536	NZ_LS483339.1_513613-524196:._7	NZ_LS483339.1_513613-524196:._8	1	93
NZ_LS483339.1_2024	NZ_LS483339.1_1836162-1846745:._8	NZ_LS483339.1_1836162-1846745:._7	-1	87
NZ_JBTHGW010000002.1_7	NZ_JBTHGW010000002.1_1-10475:._7	NZ_JBTHGW010000002.1_1-10475:._6	-1	87
NZ_JBTHGW010000002.1_24	NZ_JBTHGW010000002.1_15798-26408:._5	NZ_JBTHGW010000002.1_15798-26408:._6	1	100
NZ_JBTHGW010000002.1_40	NZ_JBTHGW010000002.1_32706-42893:._5	NZ_JBTHGW010000002.1_32706-42893:._4	-1	-13
NZ_CP051149.1_1944	NZ_CP051149.1_1988630-1999246:._6	NZ_CP051149.1_1988630-1999246:._5	-1	0
NZ_CP065485.1_250	NZ_CP065485.1_239999-250582:._6	NZ_CP065485.1_239999-250582:._7	1	-49
NZ_CP065485.1_1126	NZ_CP065485.1_1049654-1060237:._11	NZ_CP065485.1_1049654-1060237:._10	-1	-49
NZ_JBSIPV010000002.1_7	NZ_JBSIPV010000002.1_1-8468:._7	NZ_JBSIPV010000002.1_1-8468:._6	-1	6
NZ_CP023671.1_3056	NZ_CP023671.1_3301545-3312158:._10	NZ_CP023671.1_3301545-3312158:._11	1	31
NZ_CP012381.1_1862	NZ_CP012381.1_1777139-1787500:._11	NZ_CP012381.1_1777139-1787500:._10	-1	82
NZ_CP012381.1_1863	NZ_CP012381.1_1777139-1787500:._12	NZ_CP012381.1_1777139-1787500:._11	-1	16
NZ_CP066570.1_40	NZ_CP066570.1_28515-39128:._11	NZ_CP066570.1_28515-39128:._10	-1	19
NZ_CP169702.1_30	NZ_CP169702.1_22838-33391:._4	NZ_CP169702.1_22838-33391:._3	-1	4
NZ_CP169702.1_49	NZ_CP169702.1_36222-46829:._7	NZ_CP169702.1_36222-46829:._8	1	-10
NZ_AP044061.1_47	NZ_AP044061.1_26891-37498:._10	NZ_AP044061.1_26891-37498:._9	-1	15
NZ_CP090053.1_29	NZ_CP090053.1_25333-35886:._5	NZ_CP090053.1_25333-35886:._6	1	4
NZ_CP076002.1_41	NZ_CP076002.1_29631-40364:._12	NZ_CP076002.1_29631-40364:._11	-1	21
NZ_CP076003.1_11	NZ_CP076003.1_1350-11909:._5	NZ_CP076003.1_1350-11909:._4	-1	49
NZ_CP183935.1_48	NZ_CP183935.1_38351-48904:._7	NZ_CP183935.1_38351-48904:._8	1	4
NZ_CP119685.1_787	NZ_CP119685.1_828385-839001:._5	NZ_CP119685.1_828385-839001:._6	1	0
NZ_CP148734.1_28	NZ_CP148734.1_16841-27574:._12	NZ_CP148734.1_16841-27574:._11	-1	21
NZ_CP146482.1_15	NZ_CP146482.1_7275-17873:._6	NZ_CP146482.1_7275-17873:._5	-1	61
NZ_CP132366.1_5	NZ_CP132366.1_1-8521:._5	NZ_CP132366.1_1-8521:._6	1	-9
NZ_CP130518.1_2483	NZ_CP130518.1_2664533-2675134:._9	NZ_CP130518.1_2664533-2675134:._8	-1	16
NZ_CP150650.1_160	NZ_CP150650.1_165292-175851:._4	NZ_CP150650.1_165292-175851:._3	-1	-16
NZ_CP118033.1_20	NZ_CP118033.1_10368-20969:._5	NZ_CP118033.1_10368-20969:._4	-1	14
NZ_CP045695.1_335	NZ_CP045695.1_364942-375192:._9	NZ_CP045695.1_364942-375192:._10	1	89
NZ_CP045695.1_476	NZ_CP045695.1_507598-518256:._8	NZ_CP045695.1_507598-518256:._9	1	50
NZ_CP168900.1_847	NZ_CP168900.1_833220-843416:._7	NZ_CP168900.1_833220-843416:._6	-1	34
NZ_CP134468.1_20	NZ_CP134468.1_12213-22820:._7	NZ_CP134468.1_12213-22820:._6	-1	67
NZ_CP134468.1_24	NZ_CP134468.1_12213-22820:._11	NZ_CP134468.1_12213-22820:._12	1	24
NZ_CP114063.1_129	NZ_CP114063.1_114521-125122:._8	NZ_CP114063.1_114521-125122:._9	1	69
NZ_CP042154.1_3	NZ_CP042154.1_1-6782:._3	NZ_CP042154.1_1-6782:._4	1	13
NZ_CP091007.1_60	NZ_CP091007.1_37196-47743:._9	NZ_CP091007.1_37196-47743:._8	-1	75
NZ_CP127094.1_1992	NZ_CP127094.1_2026887-2037503:._6	NZ_CP127094.1_2026887-2037503:._5	-1	0
NZ_CP017956.1_33	NZ_CP017956.1_24872-35503:._2	NZ_CP017956.1_24872-35503:._3	1	10
NZ_CP017958.1_11	NZ_CP017958.1_4285-14868:._5	NZ_CP017958.1_4285-14868:._6	1	30
NZ_CP091303.1_26	NZ_CP091303.1_13647-24269:._7	NZ_CP091303.1_13647-24269:._8	1	96
NC_022884.1_3	NC_022884.1_1-7619:._3	NC_022884.1_1-7619:._4	1	22
NC_022880.1_17	NC_022880.1_13750-24258:._4	NC_022880.1_13750-24258:._5	1	35
NZ_CP114453.1_104	NZ_CP114453.1_100033-110661:._7	NZ_CP114453.1_100033-110661:._8	1	-7
NZ_CP064553.1_10	NZ_CP064553.1_4292-14896:._6	NZ_CP064553.1_4292-14896:._5	-1	87
NZ_CP080250.1_9	NZ_CP080250.1_820-11373:._8	NZ_CP080250.1_820-11373:._9	1	13
NZ_CP072181.1_590	NZ_CP072181.1_603941-614590:._9	NZ_CP072181.1_603941-614590:._8	-1	6
NZ_CP064503.1_4	NZ_CP064503.1_1-10192:._4	NZ_CP064503.1_1-10192:._5	1	18
NZ_CP046661.1_21	NZ_CP046661.1_15484-26115:._6	NZ_CP046661.1_15484-26115:._5	-1	36
NZ_CP046662.1_14	NZ_CP046662.1_10986-21539:._2	NZ_CP046662.1_10986-21539:._1	-1	54
NZ_CP131835.1_20	NZ_CP131835.1_13958-24571:._6	NZ_CP131835.1_13958-24571:._7	1	16
NZ_CP090084.1_68	NZ_CP090084.1_52506-63056:._5	NZ_CP090084.1_52506-63056:._6	1	13
NZ_CP071894.1_17	NZ_CP071894.1_8678-19261:._3	NZ_CP071894.1_8678-19261:._4	1	-3
NZ_CP071895.1_18	NZ_CP071895.1_6708-17291:._10	NZ_CP071895.1_6708-17291:._11	1	-7
NZ_JBQWRM010000002.1_67	NZ_JBQWRM010000002.1_43310-53959:._8	NZ_JBQWRM010000002.1_43310-53959:._9	1	6
NZ_CP135981.1_11	NZ_CP135981.1_5178-15758:._4	NZ_CP135981.1_5178-15758:._5	1	55
NZ_DBJORJ010000002.1_14	NZ_DBJORJ010000002.1_9647-20254:._6	NZ_DBJORJ010000002.1_9647-20254:._7	1	-10
NZ_CP077103.1_30	NZ_CP077103.1_26168-36721:._5	NZ_CP077103.1_26168-36721:._4	-1	100
NZ_CP053672.2_17	NZ_CP053672.2_5951-16537:._11	NZ_CP053672.2_5951-16537:._12	1	4
NZ_CP075931.1_18	NZ_CP075931.1_14277-25016:._6	NZ_CP075931.1_14277-25016:._5	-1	5
NZ_CP094952.1_432	NZ_CP094952.1_434171-444820:._4	NZ_CP094952.1_434171-444820:._5	1	6
NZ_CP176181.1_38	NZ_CP176181.1_28539-39122:._10	NZ_CP176181.1_28539-39122:._11	1	83
NZ_CP128481.1_1	NZ_CP128481.1_1-5555:._1	NZ_CP128481.1_1-5555:._2	1	-10
NZ_CP128482.1_27	NZ_CP128482.1_20081-30667:._5	NZ_CP128482.1_20081-30667:._6	1	10
NZ_CP128483.1_1	NZ_CP128483.1_1-5612:._1	NZ_CP128483.1_1-5612:._2	1	82
NZ_CP065803.1_10	NZ_CP065803.1_5236-14612:._6	NZ_CP065803.1_5236-14612:._7	1	94
NZ_CP065803.1_42	NZ_CP065803.1_34630-45210:._10	NZ_CP065803.1_34630-45210:._11	1	-13
NZ_CP065804.1_2	NZ_CP065804.1_1-6894:._2	NZ_CP065804.1_1-6894:._3	1	72
NZ_CP065804.1_48	NZ_CP065804.1_42361-52878:._5	NZ_CP065804.1_42361-52878:._4	-1	91
NZ_CM143652.1_749	NZ_CM143652.1_775095-785546:._4	NZ_CM143652.1_775095-785546:._5	1	73
NZ_CP077755.1_1711	NZ_CP077755.1_1849750-1860381:._6	NZ_CP077755.1_1849750-1860381:._5	-1	61
NZ_CP077755.1_1745	NZ_CP077755.1_1880692-1891320:._6	NZ_CP077755.1_1880692-1891320:._5	-1	22
NZ_CP101395.1_47	NZ_CP101395.1_41196-51839:._7	NZ_CP101395.1_41196-51839:._8	1	22
NZ_CP129394.1_55	NZ_CP129394.1_45074-55687:._11	NZ_CP129394.1_45074-55687:._12	1	-6
NZ_CP129394.1_248	NZ_CP129394.1_209851-220194:._6	NZ_CP129394.1_209851-220194:._7	1	10
NZ_CP025287.1_111	NZ_CP025287.1_107977-118542:._7	NZ_CP025287.1_107977-118542:._8	1	51
NZ_CP151147.1_4	NZ_CP151147.1_1-5713:._4	NZ_CP151147.1_1-5713:._5	1	18
NZ_CP118436.1_17	NZ_CP118436.1_7352-17953:._10	NZ_CP118436.1_7352-17953:._11	1	-40
NZ_CP025206.1_25	NZ_CP025206.1_20412-30992:._6	NZ_CP025206.1_20412-30992:._7	1	74
NZ_CP025208.1_25	NZ_CP025208.1_15875-26461:._9	NZ_CP025208.1_15875-26461:._10	1	92
NZ_CP197051.1_221	NZ_CP197051.1_191701-202044:._7	NZ_CP197051.1_191701-202044:._6	-1	10
NZ_CP090826.2_49	NZ_CP090826.2_36434-47014:._10	NZ_CP090826.2_36434-47014:._9	-1	3
NZ_CP090825.2_13	NZ_CP090825.2_5399-15997:._7	NZ_CP090825.2_5399-15997:._8	1	37
NZ_CP157284.1_721	NZ_CP157284.1_839875-850497:._6	NZ_CP157284.1_839875-850497:._7	1	87
NZ_LR135395.1_50	NZ_LR135395.1_40323-50924:._9	NZ_LR135395.1_40323-50924:._10	1	43
NZ_LR135396.1_50	NZ_LR135396.1_41079-51692:._7	NZ_LR135396.1_41079-51692:._6	-1	16
NZ_CP113049.1_1988	NZ_CP113049.1_2095234-2105850:._10	NZ_CP113049.1_2095234-2105850:._11	1	0
NZ_CP115047.1_12	NZ_CP115047.1_1210-11817:._10	NZ_CP115047.1_1210-11817:._9	-1	15
NZ_CM143394.1_2330	NZ_CM143394.1_2321929-2332512:._9	NZ_CM143394.1_2321929-2332512:._10	1	62
NZ_JBHHFZ020000002.1_190	NZ_JBHHFZ020000002.1_203413-214278:._8	NZ_JBHHFZ020000002.1_203413-214278:._9	1	75
NZ_CM128579.1_598	NZ_CM128579.1_614607-625190:._6	NZ_CM128579.1_614607-625190:._7	1	87
NZ_JBREJF010000002.1_18	NZ_JBREJF010000002.1_9168-19817:._10	NZ_JBREJF010000002.1_9168-19817:._9	-1	6
NZ_LT960790.1_219	NZ_LT960790.1_210196-220815:._5	NZ_LT960790.1_210196-220815:._6	1	49
NZ_CP176477.1_58	NZ_CP176477.1_43603-54252:._8	NZ_CP176477.1_43603-54252:._7	-1	6
NZ_CP168819.1_71	NZ_CP168819.1_65763-76316:._4	NZ_CP168819.1_65763-76316:._3	-1	4
NZ_CP040704.1_81	NZ_CP040704.1_61437-72050:._9	NZ_CP040704.1_61437-72050:._10	1	19
NZ_CP085391.1_353	NZ_CP085391.1_337829-348385:._9	NZ_CP085391.1_337829-348385:._10	1	-3
NZ_CP163405.1_2504	NZ_CP163405.1_2548748-2559364:._5	NZ_CP163405.1_2548748-2559364:._6	1	0
NZ_CP013114.1_390	NZ_CP013114.1_426746-437350:._7	NZ_CP013114.1_426746-437350:._8	1	92
NZ_CP025688.1_1415	NZ_CP025688.1_1493724-1504292:._6	NZ_CP025688.1_1493724-1504292:._7	1	32
NZ_CP040343.1_13	NZ_CP040343.1_9095-19720:._4	NZ_CP040343.1_9095-19720:._3	-1	-3
NZ_CP042004.1_15	NZ_CP042004.1_5390-15949:._8	NZ_CP042004.1_5390-15949:._7	-1	-3
NZ_CP042004.1_16	NZ_CP042004.1_5390-15949:._9	NZ_CP042004.1_5390-15949:._8	-1	3
NZ_CP097035.1_51	NZ_CP097035.1_48148-58791:._6	NZ_CP097035.1_48148-58791:._5	-1	14
NZ_CP097036.1_40	NZ_CP097036.1_34341-45005:._7	NZ_CP097036.1_34341-45005:._8	1	-3
NZ_CP074110.1_62	NZ_CP074110.1_47738-58012:._8	NZ_CP074110.1_47738-58012:._7	-1	11
NZ_CP074110.1_63	NZ_CP074110.1_47738-58012:._9	NZ_CP074110.1_47738-58012:._10	1	-3
NZ_CP040801.1_2446	NZ_CP040801.1_2644336-2654937:._9	NZ_CP040801.1_2644336-2654937:._8	-1	16
NZ_CP039708.1_22	NZ_CP039708.1_11091-21740:._8	NZ_CP039708.1_11091-21740:._9	1	6
NZ_CP039709.1_16	NZ_CP039709.1_8900-19549:._6	NZ_CP039709.1_8900-19549:._7	1	6
NZ_CP039709.1_22	NZ_CP039709.1_8900-19549:._12	NZ_CP039709.1_8900-19549:._13	1	0
NZ_CP071180.1_10	NZ_CP071180.1_4178-14785:._5	NZ_CP071180.1_4178-14785:._4	-1	-10
NZ_CP071180.1_29	NZ_CP071180.1_17616-28169:._8	NZ_CP071180.1_17616-28169:._9	1	4
NZ_CP071180.1_64	NZ_CP071180.1_54104-64705:._6	NZ_CP071180.1_54104-64705:._5	-1	16
NC_009012.1_2448	NC_009012.1_2764888-2775174:._8	NC_009012.1_2764888-2775174:._7	-1	95
NZ_CP013725.1_48	NZ_CP013725.1_41036-51589:._4	NZ_CP013725.1_41036-51589:._3	-1	4
NZ_CP050485.1_3	NZ_CP050485.1_1-7081:._3	NZ_CP050485.1_1-7081:._4	1	-13
NZ_JBPZTN010000002.1_27	NZ_JBPZTN010000002.1_16406-27055:._6	NZ_JBPZTN010000002.1_16406-27055:._7	1	6
NZ_CM138815.1_971	NZ_CM138815.1_985295-995611:._7	NZ_CM138815.1_985295-995611:._8	1	-3
NZ_CM138815.1_1161	NZ_CM138815.1_1158269-1168393:._5	NZ_CM138815.1_1158269-1168393:._4	-1	19
NZ_CP091578.1_158	NZ_CP091578.1_128366-138709:._8	NZ_CP091578.1_128366-138709:._7	-1	10
NZ_CP031838.1_2576	NZ_CP031838.1_2741324-2751955:._6	NZ_CP031838.1_2741324-2751955:._5	-1	61
NZ_CP031838.1_2608	NZ_CP031838.1_2770546-2781174:._6	NZ_CP031838.1_2770546-2781174:._5	-1	22
NZ_CP038176.1_23	NZ_CP038176.1_10042-20694:._11	NZ_CP038176.1_10042-20694:._12	1	32
NZ_CM129918.1_718	NZ_CM129918.1_705029-715645:._7	NZ_CM129918.1_705029-715645:._8	1	0
NZ_CM129918.1_1741	NZ_CM129918.1_1748617-1759233:._6	NZ_CM129918.1_1748617-1759233:._5	-1	0
NZ_CP099504.1_1558	NZ_CP099504.1_1714423-1725024:._9	NZ_CP099504.1_1714423-1725024:._10	1	16
NZ_CP047329.1_36	NZ_CP047329.1_23608-34224:._7	NZ_CP047329.1_23608-34224:._8	1	0
NZ_CP035137.1_61	NZ_CP035137.1_53697-64061:._6	NZ_CP035137.1_53697-64061:._5	-1	-3
NZ_CP035137.1_62	NZ_CP035137.1_53697-64061:._7	NZ_CP035137.1_53697-64061:._6	-1	1
NC_017476.1_42	NC_017476.1_32772-43421:._9	NC_017476.1_32772-43421:._8	-1	6
NZ_CP142416.1_31	NZ_CP142416.1_22384-32727:._6	NZ_CP142416.1_22384-32727:._7	1	10
NZ_CP142416.1_111	NZ_CP142416.1_98463-109079:._7	NZ_CP142416.1_98463-109079:._6	-1	0
NZ_CP084378.1_15	NZ_CP084378.1_6495-17096:._6	NZ_CP084378.1_6495-17096:._7	1	73
NZ_CP074106.1_64	NZ_CP074106.1_49107-59381:._8	NZ_CP074106.1_49107-59381:._7	-1	11
NZ_CP074106.1_65	NZ_CP074106.1_49107-59381:._9	NZ_CP074106.1_49107-59381:._10	1	-3
NZ_CP077881.1_17	NZ_CP077881.1_8582-19132:._9	NZ_CP077881.1_8582-19132:._8	-1	-10
NZ_CP185728.1_12	NZ_CP185728.1_5838-16424:._5	NZ_CP185728.1_5838-16424:._6	1	-7
NZ_CP185728.1_18	NZ_CP185728.1_5838-16424:._10	NZ_CP185728.1_5838-16424:._11	1	13
NZ_CP072896.1_34	NZ_CP072896.1_22952-33568:._8	NZ_CP072896.1_22952-33568:._7	-1	0
NZ_CP013982.1_50	NZ_CP013982.1_30900-41450:._4	NZ_CP013982.1_30900-41450:._5	1	79
NZ_CP031290.1_434	NZ_CP031290.1_434989-445638:._4	NZ_CP031290.1_434989-445638:._5	1	6
NZ_CP139476.1_86	NZ_CP139476.1_78851-89485:._5	NZ_CP139476.1_78851-89485:._6	1	42
NZ_CP012285.1_33	NZ_CP012285.1_22461-33044:._7	NZ_CP012285.1_22461-33044:._8	1	-25
NZ_CP012286.1_31	NZ_CP012286.1_19270-29853:._10	NZ_CP012286.1_19270-29853:._9	-1	-3
NZ_CP012286.1_33	NZ_CP012286.1_19270-29853:._12	NZ_CP012286.1_19270-29853:._11	-1	64
NZ_CP071445.1_1695	NZ_CP071445.1_1758917-1769464:._7	NZ_CP071445.1_1758917-1769464:._8	1	31
NZ_CP016539.2_2948	NZ_CP016539.2_2938171-2948733:._7	NZ_CP016539.2_2938171-2948733:._6	-1	23
NZ_CP113524.1_560	NZ_CP113524.1_568661-579277:._6	NZ_CP113524.1_568661-579277:._5	-1	38
NZ_CP181086.1_5	NZ_CP181086.1_1-10058:._5	NZ_CP181086.1_1-10058:._6	1	24
NZ_CP016699.1_39	NZ_CP016699.1_25025-35605:._4	NZ_CP016699.1_25025-35605:._3	-1	-3
NZ_CP016701.1_53	NZ_CP016701.1_36633-47213:._7	NZ_CP016701.1_36633-47213:._8	1	57
NZ_CP016702.1_53	NZ_CP016702.1_45953-56551:._2	NZ_CP016702.1_45953-56551:._1	-1	-22
NZ_CP092498.1_567	NZ_CP092498.1_583363-594012:._7	NZ_CP092498.1_583363-594012:._6	-1	6
NZ_LR134106.1_19	NZ_LR134106.1_12557-23170:._8	NZ_LR134106.1_12557-23170:._9	1	43
NZ_LR134106.1_28	NZ_LR134106.1_12557-23170:._17	NZ_LR134106.1_12557-23170:._18	1	24
NZ_LR134108.1_19	NZ_LR134108.1_10161-20783:._5	NZ_LR134108.1_10161-20783:._4	-1	12
NZ_LR134108.1_24	NZ_LR134108.1_10161-20783:._10	NZ_LR134108.1_10161-20783:._9	-1	-43
NZ_LR134110.1_24	NZ_LR134110.1_15074-25687:._4	NZ_LR134110.1_15074-25687:._5	1	0
NZ_LR134110.1_28	NZ_LR134110.1_15074-25687:._8	NZ_LR134110.1_15074-25687:._7	-1	9
NZ_CP036053.1_24	NZ_CP036053.1_16382-27007:._5	NZ_CP036053.1_16382-27007:._4	-1	11
NZ_JBQSLO010000002.1_59	NZ_JBQSLO010000002.1_50784-61379:._3	NZ_JBQSLO010000002.1_50784-61379:._4	1	45
NZ_CP034973.1_2311	NZ_CP034973.1_2442906-2453555:._8	NZ_CP034973.1_2442906-2453555:._9	1	6
NZ_CP168872.1_60	NZ_CP168872.1_50611-61164:._5	NZ_CP168872.1_50611-61164:._6	1	4
NZ_AP024589.1_2101	NZ_AP024589.1_2122835-2133466:._8	NZ_AP024589.1_2122835-2133466:._9	1	61
NZ_CP071000.1_756	NZ_CP071000.1_810074-820657:._9	NZ_CP071000.1_810074-820657:._10	1	49
NZ_CP079981.1_89	NZ_CP079981.1_74394-84959:._5	NZ_CP079981.1_74394-84959:._6	1	14
NZ_CP159282.1_10	NZ_CP159282.1_3712-14310:._5	NZ_CP159282.1_3712-14310:._6	1	31
NC_017467.1_3	NC_017467.1_1-8478:._3	NC_017467.1_1-8478:._4	1	0
NC_017467.1_1860	NC_017467.1_1762588-1773036:._9	NC_017467.1_1762588-1773036:._8	-1	82
NC_017467.1_1861	NC_017467.1_1762588-1773036:._10	NC_017467.1_1762588-1773036:._9	-1	16
NZ_CP168716.1_410	NZ_CP168716.1_420545-431155:._4	NZ_CP168716.1_420545-431155:._5	1	38
NZ_CP130526.1_2454	NZ_CP130526.1_2648080-2658681:._9	NZ_CP130526.1_2648080-2658681:._8	-1	16
NZ_AP026872.1_14	NZ_AP026872.1_7927-18660:._5	NZ_AP026872.1_7927-18660:._6	1	21
NZ_JAOXXX010000003.1_5	NZ_JAOXXX010000003.1_1-8523:._5	NZ_JAOXXX010000003.1_1-8523:._6	1	96
NZ_CP166732.1_31	NZ_CP166732.1_30319-40929:._2	NZ_CP166732.1_30319-40929:._1	-1	-10
NZ_CP166732.1_37	NZ_CP166732.1_30319-40929:._8	NZ_CP166732.1_30319-40929:._9	1	100
NZ_AP025162.1_21	NZ_AP025162.1_17326-27912:._5	NZ_AP025162.1_17326-27912:._6	1	1
NZ_AP025163.1_22	NZ_AP025163.1_10718-21022:._10	NZ_AP025163.1_10718-21022:._9	-1	-34
NZ_CP088202.1_36	NZ_CP088202.1_27471-38087:._6	NZ_CP088202.1_27471-38087:._5	-1	0
NZ_CP065690.1_6	NZ_CP065690.1_1-10291:._6	NZ_CP065690.1_1-10291:._5	-1	94
NZ_CP041968.1_1313	NZ_CP041968.1_1297641-1308224:._8	NZ_CP041968.1_1297641-1308224:._7	-1	92
NZ_CP114527.1_2	NZ_CP114527.1_1-5953:._2	NZ_CP114527.1_1-5953:._1	-1	0
NC_014495.1_37	NC_014495.1_29286-39839:._5	NC_014495.1_29286-39839:._4	-1	4
NC_014495.1_56	NC_014495.1_42670-53277:._7	NC_014495.1_42670-53277:._8	1	-10
NZ_CP106958.1_1244	NZ_CP106958.1_1158629-1169116:._9	NZ_CP106958.1_1158629-1169116:._10	1	18
NZ_CP195299.1_32	NZ_CP195299.1_22309-32931:._12	NZ_CP195299.1_22309-32931:._13	1	2
NZ_CP144498.1_2253	NZ_CP144498.1_2203565-2214169:._9	NZ_CP144498.1_2203565-2214169:._8	-1	32
NZ_CP144498.1_2655	NZ_CP144498.1_2621176-2631759:._10	NZ_CP144498.1_2621176-2631759:._9	-1	49
NZ_CP068130.1_18	NZ_CP068130.1_10619-21685:._5	NZ_CP068130.1_10619-21685:._4	-1	69
NZ_CP177272.1_5	NZ_CP177272.1_3164-13747:._2	NZ_CP177272.1_3164-13747:._1	-1	-7
NZ_CP177273.1_5	NZ_CP177273.1_1-8908:._6	NZ_CP177273.1_1-8908:._7	1	2
NC_017482.1_432	NC_017482.1_434013-444662:._4	NC_017482.1_434013-444662:._5	1	6
NZ_CP087462.1_1937	NZ_CP087462.1_1969830-1980446:._6	NZ_CP087462.1_1969830-1980446:._5	-1	0
NZ_CP143536.1_25	NZ_CP143536.1_21352-31953:._2	NZ_CP143536.1_21352-31953:._1	-1	19
NZ_CP143537.1_16	NZ_CP143537.1_9349-19920:._5	NZ_CP143537.1_9349-19920:._4	-1	66
NZ_CP143537.1_24	NZ_CP143537.1_9349-19920:._13	NZ_CP143537.1_9349-19920:._12	-1	18
NZ_CP143537.1_25	NZ_CP143537.1_9349-19920:._14	NZ_CP143537.1_9349-19920:._13	-1	21
NZ_CP120200.1_1846	NZ_CP120200.1_1913349-1923965:._6	NZ_CP120200.1_1913349-1923965:._5	-1	0
NZ_CP168849.1_60	NZ_CP168849.1_50611-61164:._5	NZ_CP168849.1_50611-61164:._6	1	4
NZ_CP027503.1_15	NZ_CP027503.1_7093-17697:._7	NZ_CP027503.1_7093-17697:._8	1	18
NZ_CP184505.1_40	NZ_CP184505.1_31685-42238:._7	NZ_CP184505.1_31685-42238:._8	1	4
NZ_CP035749.1_39	NZ_CP035749.1_22193-32500:._9	NZ_CP035749.1_22193-32500:._10	1	42
NZ_AP023418.1_412	NZ_AP023418.1_412821-423407:._7	NZ_AP023418.1_412821-423407:._8	1	8
NZ_AP023418.1_1270	NZ_AP023418.1_1313344-1323930:._9	NZ_AP023418.1_1313344-1323930:._8	-1	8
NZ_CP040375.1_16	NZ_CP040375.1_7682-18268:._8	NZ_CP040375.1_7682-18268:._7	-1	0
NZ_CP040375.1_57	NZ_CP040375.1_47148-57779:._7	NZ_CP040375.1_47148-57779:._6	-1	88
NZ_CP040376.1_57	NZ_CP040376.1_54139-64698:._1	NZ_CP040376.1_54139-64698:._2	1	12
NZ_CP035568.1_13	NZ_CP035568.1_9257-19873:._3	NZ_CP035568.1_9257-19873:._4	1	49
NZ_CP035568.1_80	NZ_CP035568.1_70959-81263:._8	NZ_CP035568.1_70959-81263:._9	1	21
NZ_CP035568.1_81	NZ_CP035568.1_70959-81263:._9	NZ_CP035568.1_70959-81263:._10	1	49
NZ_CP035569.1_15	NZ_CP035569.1_735-11288:._15	NZ_CP035569.1_735-11288:._14	-1	-42
NZ_JBRSFT020000004.1_15	NZ_JBRSFT020000004.1_5322-15944:._9	NZ_JBRSFT020000004.1_5322-15944:._8	-1	96
NZ_JBRSFT020000002.1_123	NZ_JBRSFT020000002.1_100265-110608:._6	NZ_JBRSFT020000002.1_100265-110608:._7	1	10
NZ_CP060187.1_25	NZ_CP060187.1_17424-27992:._10	NZ_CP060187.1_17424-27992:._9	-1	2
NZ_CP060189.1_4	NZ_CP060189.1_1-9860:._4	NZ_CP060189.1_1-9860:._5	1	-13
NZ_CP060184.1_25	NZ_CP060184.1_22748-33328:._10	NZ_CP060184.1_22748-33328:._9	-1	-34
NZ_CP066600.1_18	NZ_CP066600.1_12346-22959:._5	NZ_CP066600.1_12346-22959:._6	1	30
NZ_OZ260846.1_3	NZ_OZ260846.1_1-9046:._3	NZ_OZ260846.1_1-9046:._4	1	-45
NZ_OZ260847.1_6	NZ_OZ260847.1_1-7812:._6	NZ_OZ260847.1_1-7812:._7	1	3
NZ_CP017275.1_7	NZ_CP017275.1_562-11145:._7	NZ_CP017275.1_562-11145:._8	1	39
NZ_CP103391.1_18	NZ_CP103391.1_12880-23511:._4	NZ_CP103391.1_12880-23511:._3	-1	21
NZ_CP103391.1_21	NZ_CP103391.1_12880-23511:._7	NZ_CP103391.1_12880-23511:._6	-1	-3
NZ_CP103393.1_18	NZ_CP103393.1_9460-20046:._5	NZ_CP103393.1_9460-20046:._4	-1	23
NZ_CP103394.1_27	NZ_CP103394.1_23300-33526:._2	NZ_CP103394.1_23300-33526:._3	1	-3
NZ_CP139652.1_11	NZ_CP139652.1_1957-12540:._10	NZ_CP139652.1_1957-12540:._11	1	49
NZ_CP139653.1_25	NZ_CP139653.1_13797-24428:._8	NZ_CP139653.1_13797-24428:._7	-1	87
NZ_CP095071.1_2895	NZ_CP095071.1_3109950-3120515:._7	NZ_CP095071.1_3109950-3120515:._6	-1	43
