downstream_orf	blast_hit_id	contig	orf_start	orf_stop	strand	nearest_defense_gene	nearest_defense_type	nearest_distance_bp	defense_genes_in_window	proximity_score	density_score	defense_score	interpro_domains
NZ_CP012381.1_1777139-1787500:._11	NZ_CP012381.1_1863	NZ_CP012381.1_1777139-1787500	7571	8020	-1	none	none	0	0	0.0	0.0	0.0	IPR006119
NZ_CP066570.1_28515-39128:._10	NZ_CP066570.1_40	NZ_CP066570.1_28515-39128	6776	7183	-1	NZ_CP066570.1_28515-39128:._9	Anti_CRISPR	320	1	0.8521	0.1	0.5513	
NZ_CP169702.1_22838-33391:._3	NZ_CP169702.1_30	NZ_CP169702.1_22838-33391	2081	4996	-1	NZ_CP169702.1_22838-33391:._7	MazEF	3525	0	0.1716	0.0	0.103	IPR002513;IPR025296
NZ_CP169702.1_36222-46829:._8	NZ_CP169702.1_49	NZ_CP169702.1_36222-46829	5598	5825	1	NZ_CP169702.1_36222-46829:._9	RosmerTA	361	2	0.8349	0.2	0.5809	
NZ_AP044061.1_26891-37498:._9	NZ_AP044061.1_47	NZ_AP044061.1_26891-37498	4827	4985	-1	NZ_AP044061.1_26891-37498:._1	RosmerTA	4399	1	0.1109	0.1	0.1065	
NZ_CP090053.1_25333-35886:._6	NZ_CP090053.1_29	NZ_CP090053.1_25333-35886	5558	8473	1	NZ_CP090053.1_25333-35886:._7	AbiV	198	1	0.9057	0.1	0.5834	IPR002513;IPR025296
NZ_CP076002.1_29631-40364:._11	NZ_CP076002.1_41	NZ_CP076002.1_29631-40364	4872	4979	-1	NZ_CP076002.1_29631-40364:._13	6A_MBL	1297	2	0.5228	0.2	0.3937	
NZ_CP076003.1_1350-11909:._4	NZ_CP076003.1_11	NZ_CP076003.1_1350-11909	4223	4951	-1	none	none	0	0	0.0	0.0	0.0	IPR018925
NZ_CP183935.1_38351-48904:._8	NZ_CP183935.1_48	NZ_CP183935.1_38351-48904	5558	8473	1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP119685.1_828385-839001:._6	NZ_CP119685.1_787	NZ_CP119685.1_828385-839001	5617	5901	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP148734.1_16841-27574:._11	NZ_CP148734.1_28	NZ_CP148734.1_16841-27574	4872	4979	-1	NZ_CP148734.1_16841-27574:._13	6A_MBL	1297	2	0.5228	0.2	0.3937	
NZ_CP146482.1_7275-17873:._5	NZ_CP146482.1_15	NZ_CP146482.1_7275-17873	4625	4939	-1	none	none	0	0	0.0	0.0	0.0	IPR001845;IPR011991
NZ_CP132366.1_1-8521:._6	NZ_CP132366.1_5	NZ_CP132366.1_1-8521	3512	3739	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP130518.1_2664533-2675134:._8	NZ_CP130518.1_2483	NZ_CP130518.1_2664533-2675134	4292	4984	-1	NZ_CP130518.1_2664533-2675134:._14	Lamassu-Fam	3308	7	0.1913	0.7	0.3948	IPR006171;IPR013497;IPR034144
NZ_CP150650.1_165292-175851:._3	NZ_CP150650.1_160	NZ_CP150650.1_165292-175851	2470	3447	-1	none	none	0	0	0.0	0.0	0.0	IPR025672;IPR029101
NZ_CP118033.1_10368-20969:._4	NZ_CP118033.1_20	NZ_CP118033.1_10368-20969	2662	4689	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP045695.1_364942-375192:._10	NZ_CP045695.1_335	NZ_CP045695.1_364942-375192	5340	6911	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP045695.1_507598-518256:._9	NZ_CP045695.1_476	NZ_CP045695.1_507598-518256	5709	5930	1	none	none	0	0	0.0	0.0	0.0	IPR035255
NZ_CP168900.1_833220-843416:._6	NZ_CP168900.1_847	NZ_CP168900.1_833220-843416	4640	4966	-1	none	none	0	0	0.0	0.0	0.0	IPR006119
NZ_CP134468.1_12213-22820:._6	NZ_CP134468.1_20	NZ_CP134468.1_12213-22820	3039	3713	-1	none	none	0	0	0.0	0.0	0.0	IPR032874
NZ_CP134468.1_12213-22820:._12	NZ_CP134468.1_24	NZ_CP134468.1_12213-22820	8463	8588	1	none	none	0	0	0.0	0.0	0.0	IPR000802
NZ_CP114063.1_114521-125122:._9	NZ_CP114063.1_129	NZ_CP114063.1_114521-125122	5671	6531	1	none	none	0	0	0.0	0.0	0.0	IPR003313;IPR018060
NZ_CP042154.1_1-6782:._4	NZ_CP042154.1_3	NZ_CP042154.1_1-6782	1795	2043	1	none	none	0	0	0.0	0.0	0.0	IPR001387
NZ_CP091007.1_37196-47743:._8	NZ_CP091007.1_60	NZ_CP091007.1_37196-47743	4680	4925	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP127094.1_2026887-2037503:._5	NZ_CP127094.1_1992	NZ_CP127094.1_2026887-2037503	4716	5000	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP017956.1_24872-35503:._3	NZ_CP017956.1_33	NZ_CP017956.1_24872-35503	2366	3154	1	NZ_CP017956.1_24872-35503:._11	PrrC	5375	0	0.0681	0.0	0.0408	IPR005754;IPR042007
NZ_CP017958.1_4285-14868:._6	NZ_CP017958.1_11	NZ_CP017958.1_4285-14868	4249	4716	1	none	none	0	0	0.0	0.0	0.0	IPR013497
NZ_CP091303.1_13647-24269:._8	NZ_CP091303.1_26	NZ_CP091303.1_13647-24269	5719	6399	1	none	none	0	0	0.0	0.0	0.0	IPR032874
NC_022884.1_1-7619:._4	NC_022884.1_3	NC_022884.1_1-7619	4553	5107	1	none	none	0	0	0.0	0.0	0.0	
NC_022880.1_13750-24258:._5	NC_022880.1_17	NC_022880.1_13750-24258	5295	5486	1	NC_022880.1_13750-24258:._2	AbiH	1657	2	0.4367	0.2	0.342	
NZ_CP114453.1_100033-110661:._8	NZ_CP114453.1_104	NZ_CP114453.1_100033-110661	5622	5786	1	NZ_CP114453.1_100033-110661:._11	MazEF	895	3	0.6392	0.3	0.5035	
NZ_CP064553.1_4292-14896:._5	NZ_CP064553.1_10	NZ_CP064553.1_4292-14896	4433	7066	-1	NZ_CP064553.1_4292-14896:._5	RM	0	1	1.0	0.1	0.64	IPR046816;IPR046817;IPR046818;IPR046819;IPR046820
NZ_CP080250.1_820-11373:._9	NZ_CP080250.1_9	NZ_CP080250.1_820-11373	5567	5815	1	none	none	0	0	0.0	0.0	0.0	IPR001387
NZ_CP072181.1_603941-614590:._8	NZ_CP072181.1_590	NZ_CP072181.1_603941-614590	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP064503.1_1-10192:._5	NZ_CP064503.1_4	NZ_CP064503.1_1-10192	5210	5611	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP046661.1_15484-26115:._5	NZ_CP046661.1_21	NZ_CP046661.1_15484-26115	1749	2363	-1	NZ_CP046661.1_15484-26115:._12	Anti_CRISPR	4305	0	0.1162	0.0	0.0697	
NZ_CP046662.1_10986-21539:._1	NZ_CP046662.1_14	NZ_CP046662.1_10986-21539	1	291	-1	NZ_CP046662.1_10986-21539:._16	Dodola	8769	0	0.0125	0.0	0.0075	IPR025948
NZ_CP131835.1_13958-24571:._7	NZ_CP131835.1_20	NZ_CP131835.1_13958-24571	2544	2723	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP090084.1_52506-63056:._6	NZ_CP090084.1_68	NZ_CP090084.1_52506-63056	5564	8545	1	NZ_CP090084.1_52506-63056:._3	RM	1777	1	0.4113	0.1	0.2868	IPR002513;IPR025296
NZ_CP071894.1_8678-19261:._4	NZ_CP071894.1_17	NZ_CP071894.1_8678-19261	2173	3099	1	none	none	0	0	0.0	0.0	0.0	IPR008160
NZ_CP071895.1_6708-17291:._11	NZ_CP071895.1_18	NZ_CP071895.1_6708-17291	6599	7234	1	NZ_CP071895.1_6708-17291:._11	TIR-IV	0	11	1.0	1.0	1.0	IPR015032
NZ_JBQWRM010000002.1_43310-53959:._9	NZ_JBQWRM010000002.1_67	NZ_JBQWRM010000002.1_43310-53959	5656	5940	1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP135981.1_5178-15758:._5	NZ_CP135981.1_11	NZ_CP135981.1_5178-15758	4048	5562	1	none	none	0	0	0.0	0.0	0.0	IPR013497;IPR025589
NZ_DBJORJ010000002.1_9647-20254:._7	NZ_DBJORJ010000002.1_14	NZ_DBJORJ010000002.1_9647-20254	5598	5825	1	NZ_DBJORJ010000002.1_9647-20254:._8	RosmerTA	361	9	0.8349	0.9	0.8609	
NZ_CP077103.1_26168-36721:._4	NZ_CP077103.1_30	NZ_CP077103.1_26168-36721	6719	8755	-1	none	none	0	0	0.0	0.0	0.0	IPR003855
NZ_CP053672.2_5951-16537:._12	NZ_CP053672.2_17	NZ_CP053672.2_5951-16537	8606	9472	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP075931.1_14277-25016:._5	NZ_CP075931.1_18	NZ_CP075931.1_14277-25016	1443	1790	-1	NZ_CP075931.1_14277-25016:._10	Anti_Thoeris	2188	1	0.3349	0.1	0.2409	IPR013514
NZ_CP094952.1_434171-444820:._5	NZ_CP094952.1_432	NZ_CP094952.1_434171-444820	5656	5940	1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP176181.1_28539-39122:._11	NZ_CP176181.1_38	NZ_CP176181.1_28539-39122	9746	10291	1	none	none	0	0	0.0	0.0	0.0	IPR005019
NZ_CP128481.1_1-5555:._2	NZ_CP128481.1_1	NZ_CP128481.1_1-5555	272	676	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP128482.1_20081-30667:._6	NZ_CP128482.1_27	NZ_CP128482.1_20081-30667	4440	4943	1	none	none	0	0	0.0	0.0	0.0	IPR003331
NZ_CP128483.1_1-5612:._2	NZ_CP128483.1_1	NZ_CP128483.1_1-5612	964	1275	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP065803.1_5236-14612:._7	NZ_CP065803.1_10	NZ_CP065803.1_5236-14612	4796	6901	1	NZ_CP065803.1_5236-14612:._5	Dodola	474	1	0.789	0.1	0.5134	
NZ_CP065803.1_34630-45210:._11	NZ_CP065803.1_42	NZ_CP065803.1_34630-45210	8292	8741	1	NZ_CP065803.1_34630-45210:._9	PD-T7-2	880	2	0.644	0.2	0.4664	IPR000825
NZ_CP065804.1_1-6894:._3	NZ_CP065804.1_2	NZ_CP065804.1_1-6894	887	1687	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP065804.1_42361-52878:._4	NZ_CP065804.1_48	NZ_CP065804.1_42361-52878	4695	5099	-1	NZ_CP065804.1_42361-52878:._8	Anti_CRISPR	2302	1	0.3163	0.1	0.2298	
NZ_CM143652.1_775095-785546:._5	NZ_CM143652.1_749	NZ_CM143652.1_775095-785546	5525	6055	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP077755.1_1849750-1860381:._5	NZ_CP077755.1_1711	NZ_CP077755.1_1849750-1860381	4625	4939	-1	none	none	0	0	0.0	0.0	0.0	IPR001845;IPR011991
NZ_CP077755.1_1880692-1891320:._5	NZ_CP077755.1_1745	NZ_CP077755.1_1880692-1891320	4478	4978	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP101395.1_41196-51839:._8	NZ_CP101395.1_47	NZ_CP101395.1_41196-51839	5220	5426	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP129394.1_45074-55687:._12	NZ_CP129394.1_55	NZ_CP129394.1_45074-55687	4626	4976	1	NZ_CP129394.1_45074-55687:._12	MazEF	0	2	1.0	0.2	0.68	IPR003477
NZ_CP129394.1_209851-220194:._7	NZ_CP129394.1_248	NZ_CP129394.1_209851-220194	5354	5614	1	NZ_CP129394.1_209851-220194:._9	RosmerTA	1530	2	0.4653	0.2	0.3592	IPR006120
NZ_CP025287.1_107977-118542:._8	NZ_CP025287.1_111	NZ_CP025287.1_107977-118542	5617	6129	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP151147.1_1-5713:._5	NZ_CP151147.1_4	NZ_CP151147.1_1-5713	4255	4668	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP118436.1_7352-17953:._11	NZ_CP118436.1_17	NZ_CP118436.1_7352-17953	9549	10124	1	none	none	0	0	0.0	0.0	0.0	IPR002781
NZ_CP025206.1_20412-30992:._7	NZ_CP025206.1_25	NZ_CP025206.1_20412-30992	4225	4932	1	NZ_CP025206.1_20412-30992:._9	Lamassu-Fam	543	8	0.7622	0.8	0.7773	IPR019554
NZ_CP025208.1_15875-26461:._10	NZ_CP025208.1_25	NZ_CP025208.1_15875-26461	10210	10587	1	NZ_CP025208.1_15875-26461:._7	RM	1954	1	0.3764	0.1	0.2659	
NZ_CP197051.1_191701-202044:._6	NZ_CP197051.1_221	NZ_CP197051.1_191701-202044	4730	4990	-1	NZ_CP197051.1_191701-202044:._4	RosmerTA	1530	4	0.4653	0.4	0.4392	IPR006120
NZ_CP090826.2_36434-47014:._9	NZ_CP090826.2_49	NZ_CP090826.2_36434-47014	6151	6312	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP090825.2_5399-15997:._8	NZ_CP090825.2_13	NZ_CP090825.2_5399-15997	5418	6182	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP157284.1_839875-850497:._7	NZ_CP157284.1_721	NZ_CP157284.1_839875-850497	5710	6549	1	NZ_CP157284.1_839875-850497:._8	RM	0	1	1.0	0.1	0.64	
NZ_LR135395.1_40323-50924:._10	NZ_LR135395.1_50	NZ_LR135395.1_40323-50924	4405	4605	1	NZ_LR135395.1_40323-50924:._12	MazEF	520	3	0.7711	0.3	0.5826	
NZ_LR135396.1_41079-51692:._6	NZ_LR135396.1_50	NZ_LR135396.1_41079-51692	3536	4228	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR034144
NZ_CP113049.1_2095234-2105850:._11	NZ_CP113049.1_1988	NZ_CP113049.1_2095234-2105850	5617	5979	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR034144
NZ_CP115047.1_1210-11817:._9	NZ_CP115047.1_12	NZ_CP115047.1_1210-11817	4827	4985	-1	NZ_CP115047.1_1210-11817:._1	RosmerTA	4400	1	0.1108	0.1	0.1065	
NZ_CM143394.1_2321929-2332512:._10	NZ_CM143394.1_2330	NZ_CM143394.1_2321929-2332512	5646	6017	1	none	none	0	0	0.0	0.0	0.0	
NZ_JBHHFZ020000002.1_203413-214278:._9	NZ_JBHHFZ020000002.1_190	NZ_JBHHFZ020000002.1_203413-214278	5941	6807	1	none	none	0	0	0.0	0.0	0.0	
NZ_CM128579.1_614607-625190:._7	NZ_CM128579.1_598	NZ_CM128579.1_614607-625190	5671	6834	1	NZ_CM128579.1_614607-625190:._1	PrrC	4646	0	0.098	0.0	0.0588	IPR026870;IPR026898
NZ_JBREJF010000002.1_9168-19817:._9	NZ_JBREJF010000002.1_18	NZ_JBREJF010000002.1_9168-19817	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_LT960790.1_210196-220815:._6	NZ_LT960790.1_219	NZ_LT960790.1_210196-220815	5669	6049	1	NZ_LT960790.1_210196-220815:._2	Dodola	2007	1	0.3666	0.1	0.26	IPR003439
NZ_CP176477.1_43603-54252:._7	NZ_CP176477.1_58	NZ_CP176477.1_43603-54252	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP168819.1_65763-76316:._3	NZ_CP168819.1_71	NZ_CP168819.1_65763-76316	2081	4996	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP040704.1_61437-72050:._10	NZ_CP040704.1_81	NZ_CP040704.1_61437-72050	8615	8905	1	NZ_CP040704.1_61437-72050:._6	Anti_CRISPR	2135	1	0.3439	0.1	0.2463	
NZ_CP085391.1_337829-348385:._10	NZ_CP085391.1_353	NZ_CP085391.1_337829-348385	5554	8538	1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP163405.1_2548748-2559364:._6	NZ_CP163405.1_2504	NZ_CP163405.1_2548748-2559364	5617	5901	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP013114.1_426746-437350:._8	NZ_CP013114.1_390	NZ_CP013114.1_426746-437350	5697	6011	1	none	none	0	0	0.0	0.0	0.0	IPR001845;IPR011991
NZ_CP025688.1_1493724-1504292:._7	NZ_CP025688.1_1415	NZ_CP025688.1_1493724-1504292	5601	5783	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP040343.1_9095-19720:._3	NZ_CP040343.1_13	NZ_CP040343.1_9095-19720	1950	5003	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP042004.1_5390-15949:._7	NZ_CP042004.1_15	NZ_CP042004.1_5390-15949	4295	5620	-1	NZ_CP042004.1_5390-15949:._13	Anti_CRISPR	3337	1	0.1885	0.1	0.1531	IPR010359;IPR013610
NZ_CP042004.1_5390-15949:._8	NZ_CP042004.1_16	NZ_CP042004.1_5390-15949	5617	6180	-1	NZ_CP042004.1_5390-15949:._13	Anti_CRISPR	2777	1	0.2494	0.1	0.1897	
NZ_CP097035.1_48148-58791:._5	NZ_CP097035.1_51	NZ_CP097035.1_48148-58791	4250	4642	-1	NZ_CP097035.1_48148-58791:._3	Lamassu-Fam	1158	7	0.5605	0.7	0.6163	IPR006171;IPR013497
NZ_CP097036.1_34341-45005:._8	NZ_CP097036.1_40	NZ_CP097036.1_34341-45005	6937	7380	1	NZ_CP097036.1_34341-45005:._12	RosmerTA	2736	1	0.2546	0.1	0.1928	
NZ_CP074110.1_47738-58012:._7	NZ_CP074110.1_62	NZ_CP074110.1_47738-58012	4672	4989	-1	NZ_CP074110.1_47738-58012:._10	AbiC	1229	1	0.5409	0.1	0.3645	IPR006120
NZ_CP074110.1_47738-58012:._10	NZ_CP074110.1_63	NZ_CP074110.1_47738-58012	6218	7423	1	NZ_CP074110.1_47738-58012:._10	AbiC	0	1	1.0	0.1	0.64	IPR031709
NZ_CP040801.1_2644336-2654937:._8	NZ_CP040801.1_2446	NZ_CP040801.1_2644336-2654937	4292	4984	-1	NZ_CP040801.1_2644336-2654937:._14	Lamassu-Fam	3308	7	0.1913	0.7	0.3948	IPR006171;IPR013497;IPR034144
NZ_CP039708.1_11091-21740:._9	NZ_CP039708.1_22	NZ_CP039708.1_11091-21740	5656	5940	1	NZ_CP039708.1_11091-21740:._7	MazEF	776	1	0.6784	0.1	0.447	IPR001357
NZ_CP039709.1_8900-19549:._7	NZ_CP039709.1_16	NZ_CP039709.1_8900-19549	5656	5841	1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP039709.1_8900-19549:._13	NZ_CP039709.1_22	NZ_CP039709.1_8900-19549	10564	10650	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP071180.1_4178-14785:._4	NZ_CP071180.1_10	NZ_CP071180.1_4178-14785	4783	5010	-1	NZ_CP071180.1_4178-14785:._3	RosmerTA	361	2	0.8349	0.2	0.5809	
NZ_CP071180.1_17616-28169:._9	NZ_CP071180.1_29	NZ_CP071180.1_17616-28169	5558	8473	1	NZ_CP071180.1_17616-28169:._5	MazEF	3525	0	0.1716	0.0	0.103	IPR002513;IPR025296
NZ_CP071180.1_54104-64705:._5	NZ_CP071180.1_64	NZ_CP071180.1_54104-64705	4292	4984	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR034144
NC_009012.1_2764888-2775174:._7	NC_009012.1_2448	NC_009012.1_2764888-2775174	3958	4905	-1	NC_009012.1_2764888-2775174:._3	RM	2191	8	0.3344	0.8	0.5206	IPR025668
NZ_CP013725.1_41036-51589:._3	NZ_CP013725.1_48	NZ_CP013725.1_41036-51589	2081	4996	-1	none	none	0	0	0.0	0.0	0.0	IPR002513;IPR025296
NZ_CP050485.1_1-7081:._4	NZ_CP050485.1_3	NZ_CP050485.1_1-7081	3179	4291	1	NZ_CP050485.1_1-7081:._4	Retron	0	2	1.0	0.2	0.68	IPR003395
NZ_JBPZTN010000002.1_16406-27055:._7	NZ_JBPZTN010000002.1_27	NZ_JBPZTN010000002.1_16406-27055	5656	5940	1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CM138815.1_985295-995611:._8	NZ_CM138815.1_971	NZ_CM138815.1_985295-995611	5314	5589	1	none	none	0	0	0.0	0.0	0.0	
NZ_CM138815.1_1158269-1168393:._4	NZ_CM138815.1_1161	NZ_CM138815.1_1158269-1168393	4544	4981	-1	none	none	0	0	0.0	0.0	0.0	IPR006119
NZ_CP091578.1_128366-138709:._7	NZ_CP091578.1_158	NZ_CP091578.1_128366-138709	4730	4990	-1	NZ_CP091578.1_128366-138709:._5	RosmerTA	1530	2	0.4653	0.2	0.3592	IPR006120
NZ_CP031838.1_2741324-2751955:._5	NZ_CP031838.1_2576	NZ_CP031838.1_2741324-2751955	4625	4939	-1	none	none	0	0	0.0	0.0	0.0	IPR001845;IPR011991
NZ_CP031838.1_2770546-2781174:._5	NZ_CP031838.1_2608	NZ_CP031838.1_2770546-2781174	4478	4978	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP038176.1_10042-20694:._12	NZ_CP038176.1_23	NZ_CP038176.1_10042-20694	5685	6371	1	NZ_CP038176.1_10042-20694:._13	PrrC	217	6	0.8972	0.6	0.7783	IPR032874
NZ_CM129918.1_705029-715645:._8	NZ_CM129918.1_718	NZ_CM129918.1_705029-715645	5617	7761	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_CM129918.1_1748617-1759233:._5	NZ_CM129918.1_1741	NZ_CM129918.1_1748617-1759233	2856	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_CP099504.1_1714423-1725024:._10	NZ_CP099504.1_1558	NZ_CP099504.1_1714423-1725024	5618	6310	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR034144
NZ_CP047329.1_23608-34224:._8	NZ_CP047329.1_36	NZ_CP047329.1_23608-34224	5617	7761	1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_CP035137.1_53697-64061:._5	NZ_CP035137.1_61	NZ_CP035137.1_53697-64061	3795	5003	-1	NZ_CP035137.1_53697-64061:._5	AbiC	0	3	1.0	0.3	0.72	IPR031709
NZ_CP035137.1_53697-64061:._6	NZ_CP035137.1_62	NZ_CP035137.1_53697-64061	5000	5365	-1	NZ_CP035137.1_53697-64061:._5	AbiC	0	3	1.0	0.3	0.72	
NC_017476.1_32772-43421:._8	NC_017476.1_42	NC_017476.1_32772-43421	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP142416.1_22384-32727:._7	NZ_CP142416.1_31	NZ_CP142416.1_22384-32727	5354	5614	1	NZ_CP142416.1_22384-32727:._9	RosmerTA	1530	4	0.4653	0.4	0.4392	IPR006120
NZ_CP142416.1_98463-109079:._6	NZ_CP142416.1_111	NZ_CP142416.1_98463-109079	2856	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_CP084378.1_6495-17096:._7	NZ_CP084378.1_15	NZ_CP084378.1_6495-17096	5675	6064	1	NZ_CP084378.1_6495-17096:._16	Bunzi	3949	1	0.1388	0.1	0.1233	
NZ_CP074106.1_49107-59381:._7	NZ_CP074106.1_64	NZ_CP074106.1_49107-59381	4753	4989	-1	NZ_CP074106.1_49107-59381:._10	AbiC	1229	1	0.5409	0.1	0.3645	
NZ_CP074106.1_49107-59381:._10	NZ_CP074106.1_65	NZ_CP074106.1_49107-59381	6218	7423	1	NZ_CP074106.1_49107-59381:._10	AbiC	0	1	1.0	0.1	0.64	IPR031709
NZ_CP077881.1_8582-19132:._8	NZ_CP077881.1_17	NZ_CP077881.1_8582-19132	5430	5810	-1	NZ_CP077881.1_8582-19132:._13	AbiQ	4076	1	0.1303	0.1	0.1182	IPR005650
NZ_CP185728.1_5838-16424:._6	NZ_CP185728.1_12	NZ_CP185728.1_5838-16424	3754	5172	1	none	none	0	0	0.0	0.0	0.0	IPR018778
NZ_CP185728.1_5838-16424:._11	NZ_CP185728.1_18	NZ_CP185728.1_5838-16424	9325	9738	1	none	none	0	0	0.0	0.0	0.0	
NZ_CP072896.1_22952-33568:._7	NZ_CP072896.1_34	NZ_CP072896.1_22952-33568	2856	5000	-1	none	none	0	0	0.0	0.0	0.0	IPR006171;IPR013497;IPR013498;IPR034144
NZ_CP013982.1_30900-41450:._5	NZ_CP013982.1_50	NZ_CP013982.1_30900-41450	4134	4346	1	NZ_CP013982.1_30900-41450:._9	AbiK	2474	1	0.2903	0.1	0.2142	
NZ_CP031290.1_434989-445638:._5	NZ_CP031290.1_434	NZ_CP031290.1_434989-445638	5656	5940	1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_CP139476.1_78851-89485:._6	NZ_CP139476.1_86	NZ_CP139476.1_78851-89485	5677	5898	1	NZ_CP139476.1_78851-89485:._9	CBASS	1421	3	0.4914	0.3	0.4148	IPR025246
NZ_CP012285.1_22461-33044:._8	NZ_CP012285.1_33	NZ_CP012285.1_22461-33044	3918	4256	1	none	none	0	0	0.0	0.0	0.0	IPR025161
NZ_CP012286.1_19270-29853:._9	NZ_CP012286.1_31	NZ_CP012286.1_19270-29853	3579	4076	-1	none	none	0	0	0.0	0.0	0.0	IPR026898
NZ_CP012286.1_19270-29853:._11	NZ_CP012286.1_33	NZ_CP012286.1_19270-29853	4832	4936	-1	none	none	0	0	0.0	0.0	0.0	
NZ_CP071445.1_1758917-1769464:._8	NZ_CP071445.1_1695	NZ_CP071445.1_1758917-1769464	5579	6064	1	NZ_CP071445.1_1758917-1769464:._10	RosmerTA	246	1	0.8843	0.1	0.5706	IPR025657
NZ_CP016539.2_2938171-2948733:._6	NZ_CP016539.2_2948	NZ_CP016539.2_2938171-2948733	4012	4977	-1	NZ_CP016539.2_2938171-2948733:._12	RM	5456	0	0.0653	0.0	0.0392	
NZ_CP113524.1_568661-579277:._5	NZ_CP113524.1_560	NZ_CP113524.1_568661-579277	4567	4962	-1	NZ_CP113524.1_568661-579277:._9	RM	2921	2	0.2321	0.2	0.2193	IPR001367;IPR022687
NZ_CP181086.1_1-10058:._6	NZ_CP181086.1_5	NZ_CP181086.1_1-10058	6168	8693	1	NZ_CP181086.1_1-10058:._4	Retron	1979	2	0.3718	0.2	0.3031	IPR002205;IPR006691
NZ_CP016699.1_25025-35605:._3	NZ_CP016699.1_39	NZ_CP016699.1_25025-35605	2170	2988	-1	none	none	0	0	0.0	0.0	0.0	IPR001584;IPR025948
NZ_CP016701.1_36633-47213:._8	NZ_CP016701.1_53	NZ_CP016701.1_36633-47213	7160	8050	1	none	none	0	0	0.0	0.0	0.0	IPR002559
NZ_CP016702.1_45953-56551:._1	NZ_CP016702.1_53	NZ_CP016702.1_45953-56551	2	1228	-1	NZ_CP016702.1_45953-56551:._2	RM	0	1	1.0	0.1	0.64	IPR001525
NZ_CP092498.1_583363-594012:._6	NZ_CP092498.1_567	NZ_CP092498.1_583363-594012	4710	4994	-1	none	none	0	0	0.0	0.0	0.0	IPR001357
NZ_LR134106.1_12557-23170:._9	NZ_LR134106.1_19	NZ_LR134106.1_12557-23170	3697	3897	1	NZ_LR134106.1_12557-23170:._11	MazEF	472	2	0.7898	0.2	0.5539	
NZ_LR134106.1_12557-23170:._18	NZ_LR134106.1_28	NZ_LR134106.1_12557-23170	8155	8391	1	NZ_LR134106.1_12557-23170:._19	AbiH	133	3	0.9357	0.3	0.6814	
NZ_LR134108.1_10161-20783:._4	NZ_LR134108.1_19	NZ_LR134108.1_10161-20783	5675	6010	-1	none	none	0	0	0.0	0.0	0.0	
NZ_LR134108.1_10161-20783:._9	NZ_LR134108.1_24	NZ_LR134108.1_10161-20783	9129	9989	-1	none	none	0	0	0.0	0.0	0.0	
